Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab
1;A dur;1r;Entrée;;;;Conc_3630;C;"[V:S] e/ | e3 a/ > e/ | f1 > f e > d | c A f > f |  f e2 ^d |
[V:B] a/ | a2 c2 | d2 e2 | A2 a2 | g2 f2 |"
2;A dur;1r;Menuet;;;;Conc_3631;3;"[V:S] e A G A2 B | f d c B2 e | d c/B/ c B E c |
[V:B] A2 B c3 | d3 e3 | e3 e3 |"
3;A dur;1r;Rigaudon;;;;Conc_3632;C;"[V:S] E | A2 B2 | c B/c/ A e | f2 g2 | a3 a/ g/ | 
[V:B] a | a2 e2 | A3 c | d2 e2 | a3 c | "
4;A dur;1r;Menuet;;;;;3;"[V:S] c/d/ e f | B/c/ d e | A/B/ c d | B E2 | A/B/ A e |  
[V:B] a3 | g3 | f3 | z e d | c3 |"
5;A dur;1v;Passepied;;;;Conc_3633;3/4;"[V:S] e | a e c | A2 e | f B e | c B/A/ e | 
[V:B] z | z z e | a e c | d e2 | a z z |"
6;A dur;1v;Gigue;;;;Conc_3634;12/8;"[V:S] a a/ a/g/f/ (e3/2 e) e/ | f/(d/4e/4f/) (f/e/d/) e/(c/4d/4e/) (e/d/c/) |  
[V:B] A z/ B z/ c3 | d3/2 z z/ c3/2 z z/ |"
