Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab
1;;9;Adagio;;;Mandora;;C;"[ac,,a/] (,c/4 ,d) [a,,,a/] c ('[c,,,a/4] a) [a,,,a1] Xf/ | \
[f,,,,a/] (e/4 f) h/ [h,,,,a] ([h,,,a/4] f) Xf1 ,c/ |"
2;;11;Alleg[ro]:;;;Mandora;;C;"[,,c,a/] (,c/4 ,d) [a,,,,e/] (c/4 e) (f e) f/ ,,,,a f | \
[h,,a/] f X[f,,,,a] e V[f,,,a1] y/ [h,,,,a] |"
3;;13;Siciliana;;f. 14 empty;Mandora;;6/8;"[f,,a1] 'f/ [f,,a] [d,,c] y | [d,,,a1] 'd/ [d,,,a] [c,,a] y | \
[a,,,a/] Vd [c,,a] [a,,,a] Vd [,c,,a] |"
4;;15;Presto;;;Mandora;;2/4;"([h,,,a/4] f) (e f) (h f) (e f) | ([h,,,a/4] f) (e c) a/ [,d,,c] | \
([,d,,a/4] ,c) ,a ,,c ([,c,a] ,a) ([,,c,,a] ,,b) |"
;;;Parts for Traverso/Violin on pp. 1-8 - Basso on pp. 18-20;;;;;;
