Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
14;;9r;Sarabande;;;Mandora;;3;"[aef1] [ae] [ae] | [,ca3/2] ,a/4 ,c ,e1 | [,ac1] f [,ce] | \
d3/2 b/ [aa1] | a/ b d1 ,,,e | [,aa3/2] ,a/ ,,,f1 |";french4tab
15;;9v;Recherche;;;Mandora;;none;"[acd2] [acd] [acd] [aad] [aad] [aac] [,fdh] [,fdh] [,fdh] \
[,dfh] [,dfh] [,dcf] [,dcf] [,cdf] [,adf] [,abf] [,cbf] [,daa] \
[,fba] [,faa] [,fda] [,eda]";french4tab
16;;10v;Alemande;;;Mandora;;C;",c/ | [,cd3/2] ,d/4 ,c ,a/ ,,c ,f3/4 ,d/4 | \
X,c/ ,,d f ,d c ,a h3/4 f/4 | Xe/ ,f1 c/4 ,f ,e/ ,,f";french4tab
17;;11r;Courante;;;Mandora;;3;",,d/ ,a | X,c1 ,,a ,d | [,ac1] [af3/2] ,d/ | ,c1 ,,d/ a c e | \
f1 ,c3/2 ,e/ | ,f1 e/ f h1 |";french4tab
18;;11v;Courante;;;Mandora;;3;"a1 | [af3/2] ,d/ ,c ,a | ,,d1 ,a ,,c | [,cd1] ,,a ,h | \
,,h1 ,f f | ,,i1 ,h ,,f | a1 ,,h ,,d |";french4tab
19;;12r;Sarabande;;;Mandora;;3;"[acd1] [ac] [ac] | [aac3/2] c/ ,,a1 | ,c1 ,e3/2 ,,d/ | \
[af1] ,,,f ,,c/ ,,d | [,af1] [,af] ,c | [,daa1] X,d ,,c |";french4tab
20;;12v;Recherche;;;Mandora;;none;",,f1 ,a2 ,c1 ,d ,,f ,d ,f c ,,a2 ,,c1 ,,e ,c a2 [acf] [,df] \1
[,da1] ,c ,,,f ,,,d ,,a ,a2";french4tab
21;;13r;Alemande;;;Mandora;;C;"z/ | c3/2 ,f/ ,d ,,f ,c ,,e | [,af1] c h [fc/] d | \
[cd1] ,,a/ ,,b ,,d c a ,d |";french4tab
22;;13v;Courante;;;Mandora;;3;",a1 | [,af3/2] ,c/ ,d a | c/ ,,f ,,e1 c/ ,f | X,d1 ,,f3/2 a/ | \
[ac1] ,,d f/ d | c1 ,d [ac] |";french4tab
23;;14r;Courante;;;Mandora;;3;",a/ ,c | ,d1 ,,f ,,d | ,,b1 ,f ,d/ ,f | c1 ,,a e | \
f1 ,d c | Xh1 ,a f | ,c1 e3/2 ,a/ |";french4tab
24;;14v;Courante;;;Mandora;;3;",,a/4 ,,c ,,e | [,af3/2] ,,,a/ ,,,c ,,,e | ,,,f1 a ,d/ ,c/4 ,d | \
,c1 ,,a3/2 h/ | g1 ,f3/2 h/ | h1 ,a [fc] |";french4tab
25;;15r;Sarabande;;;Mandora;;3;",,f1 | [cd3/2] c/ ,,e1 | [ac1] [ac3/2] c/ | [,df1] [,df] h | \
,,a1 [fc] ,e | ,,,a1 [df] c/ ,f | X[cd1] ,,f/ ,,d ,,b a |";french4tab
;;;Branles de Boccan;;;Mandora;;;;french4tab
26;;15v;Premier;;;Mandora;;C;",d/ ,f | a1 a [ad] [,fd] | [ad1] f [dc] [ba] | ,,d1 a ,,b ,f | \
a1 ,,a ,,b ,d |";french4tab
27;;16r;Second;;;Mandora;;C;"[fa3/2] h/ i1 [hh] | X[fi1] ,h [hf] f | Xd1 ,h ,a f | \
c1 ,c/ a ,,d1 h |";french4tab
28;;16v;Branle Gay;;;Mandora;;3;"[faaa1] | ,a/ ,c [,df1] [,df] [,ce] [,af] | X[,ca1] ,,,d [,,cf/] ,,e ,a ,,,d ,,,c1 ,,e | \
[,aXfa3/2] ,c/ ,d1 [,df] [,ce] [,af] |";french4tab
29;;16v;Branle de Poictou;;;Mandora;;3;"[faaa3] | [fa1] h i | [hh1] ,f [fd] | [ec1] f ,a | [hh1] a [cf/] e | \
f/ ,d [,ca1] e/ c/4 e |";french4tab
30;;17r;Branle double de Poictou;;;Mandora;;3;"a/ ,d ,f a ,d ,f | [,ca1] [,af] ,d | [,dd1] [,fb] ,d/ ,f | \
a1 ,,a/ c d1 | [ad1] f ,a |";french4tab
31;;17v;Branle de Montirande;;;Mandora;;C;"f/ [fa] h i f | [dca3/2] c/4 d f/ ,d ,c d | \
c/ ,a ,,d a [aa] c d f |";french4tab
32;;18r;La Gavotte;;;Mandora;;C;"[faaa2] | [ad1] a | [ba3/2] ,,b/ ,,d1 ,f/ ,,b | \
,,a1 a/ ,f ,d ,c [,df1] | [,cd1] X[,da] ,,,f ,c/ ,a/4 ,c |";french4tab
33;;18v;Recherche;;;Mandora;;none;"f2 a3/2 c/ ,f1 ,e ,,f2 ,c1 ,,e ,,c2 a ,g1 ,,a [ah2] \
,,h3/2 ,e/ ,,f1 ,,e ,,,h3/2 ,,c/ ,,,f1";french4tab
34;;19r;Alemande;;;Mandora;;C;"a/ c e | f/ ,a ,e ,f a ,,a [,fc] ,,e | \
[,ef/] ,,,a ,,,e ,,,f ,,a ,,e ,,c ,a/4 ,c |";french4tab
35;;19v;Courante;;;Mandora;;3;",a1 | [,af1] ,c ,e | [,ce1] [,ef] [,ac] | ,,a/ a c a ,f a | \
,e/ ,,f ,c ,,f ,,e ,,f |";french4tab
36;;20r;Courante;;;Mandora;;3;",,a/ ,,c ,,e | [,af2] ,,e/ ,,c | ,,a/ ,e ,c ,a [ac] ,f | \
,e1 ,,f ,,,e | ,,,f1 [,ac] ,,,e/ ,,,c |";french4tab
37;;20v;Sarabande;;;Mandora;;3;"[,ef1] [,ef] [,ef] | [,ca3/2] ,a/4 ,c ,e1 | [,fc1] [,fe] a | \
[,ef3/2] ,f/ [,ca1] | [,aae1] [,aa] [,aa] | [,acf3/2] c/ a1 |";french4tab
38;;21r;Les Rocantins;;;Mandora;Conc_4453;C;",e/ ,f | a1 [aef] [ace3/2] ,f/ | ,e1 ,,f ,,c ,f/ a | \
c1 ,,c/ ,,e ,,f ,a ,,h ,f |";french4tab
39;;21v;Recherche;;;Mandora;;none;"X,f1 a2 c d1 ,f d3/2 f/ h ,a2 ,c ,e1 ,,f c3 ,,d1 ,,b ,a \
a2 ,,a3/2 ,,,f/ ,,,e1";french4tab
40;;22r;Alemande;;;Mandora;;C;"h1 d/ c/4 d a/ c ,e ,,f | a1 ,,,f/ ,,a ,,b a [,dc] a | \
,b/ ,,d f c [df] ,,,a ,e a |";french4tab
41;;22v;Courante;;;Mandora;;3;",a/4 ,c ,e | [af1] c d | [df1] c ,e | [af1] ,,f ,,d | \
[,ab1] ,f [,da] | ,,,f1 [,bc] [,ab] | ,,,d1 [,,fb] [,fd] |";french4tab
42;;23r;Courante;;;Mandora;;3;",a1 | [,af3/2] ,,d/ ,,b ,,a | ,,b/ ,,,f ,,a1 ,,,e/ ,,d | \
,,b1 ,,,f3/2 a/ | ,,,a1 [,da] ,,c | ,,,f1 [,bc] ,a/ ,,c |";french4tab
43;;23v;Volte pour Dardon;;;Mandora;;3;"a/ c d1 a | [he1] ,,,a f | [,df1] [ca3/2] a/4 c | \
a1 ,,,f ,,b | ,a1 ,c ,e | a1 ,,,f ,,a |";french4tab
44;;24r;Sarabande;;;Mandora;;3;"[,abf1] [,ab] [,ab] | [,aae3/2] ,,d/ [,,bf1] | [aab1] [aab] [aab] | \
[abd3/2] a/ [aabf1] | [abd1] [abd] [abd] | \
[,eda3/2] ,f/ [,fba1] | [,fb1] X[,fba] ,,d |";french4tab
