Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
28;;22v;N:4 Menuet;;;Mandora;;3/4;",d/ (a c) | ,,,,,a/ d ,,,,c d ,,,a d | ,,,,,a/ d ,,,,c d ,,,a d | \
,,,,,a/ (d [c,,a] a) ,d1 |";
29;;23v;N:5 Trio;;;Mandora;Conc_4818;3/4;",,,,,a/ ,,a ,,,,a ,,a ,,,,c ,,a | ,,,,d/ ,,a ,,,,c ,,a ,,,,a ,,a | \
,,,,,a1 d [,cc,a] | [d,,,,a1] d Vd |";
30a;;24r;N:6 Aria;;;Mandora;;C|;"(3,a/4 ,b ,d) | '[,,a,,a/] ,,a [,,a,,a] [,,ca] | '[,a,,,a/] ,a [,a,,,a] [,b,,a] | \
[,d,,c3/4] d/4 ([,d,a] ,b ,a) ,,c |";
30b;;24r;[Fragment];;;Mandora;;C|;[a,,,d1] | [,d,,c/] d (3[,d,a/4] ,b ,a) [,,c,,a/] | y y y;
31;;24v;N:7 Menuet;;;Mandora;Conc_4820;3/4;"[,,a,,a1] (,d/ ,b ,a1) | '[,,a,,a1] d [c,,a] | ,,,,d/ a ,,,,c ,d ,,,,a ,b | \
'[,a,,,a1] ,,c/ ,a ,,a1 |";
32;;25r;N:8 Menuet;;;Mandora;;3/4;"V[,b,,d1] a [b,,a] | (3[d,,c/] b a) (,d1 ,b) | ,,,d/ f [d,,c1] [b,,a] | \
[a,,,d1] V[,d,,,a2] | X[,d,,,a1] ,,a ,,a |";
33;;25v;N:9 Quiq[ue];;;Mandora;Conc_4687;6/8;",d/ | ,,,,c/ ,,a ,d ,,,,c ,,a a | ,,,,d/ ,,a a ,,,,d ,,a a | \
[,d,,c/] [,b,,a] [,a,,,a] [,,ca] ,a ,,a |";
34;;26r;N:10 Menuet;;;Mandora;;3/4;"[,b,,d1] V,b [,b,,d] | (3[,a,,,a/] ,b ,d) ,,a1 ,,,d | ,,,c/ ,b (a b d1) | \
V[,b,,d2] a/ ,b | [,d,,c1] ,d (3,b/ ,a ,,c) |";
35;;26v;N:11 Menuet;;;Mandora;;3/4;"(3a/ c d) | [,d,,c1] ,d (3,a/ ,b ,d) | '[,,a,,a1] ,,a [,,ca] | \
,,,,a/ ,b ,,,,,a ,a ,,,a ,,c | X[,,a,,a2] (3,a/ (,,c ,,a)) |";
36;;27r;N:12 Menuet;;;Mandora;;3/4;",,,,d/ ,b ,,,c ,b ,,a ,b | ,,,,d/ ,b ,,c ,b ,,a ,b | \
,,,,,a/ (d a) (,d ,b ,a) | V[,b,,d3] |";
37;;27v;N:13;;;Mandora;;3/4;"[,,a,,a1] ,a ,a | [,,ca1] ,b ,b | '[,,a,,a1] ,a ,a | ,,,a1 ,,c ,,c | \
'[,,a,,a1] ,a ,a | [,,ca1] ,b ,b |";
38;;27v;N:14;;;Mandora;Conc_4866;3/4;",d1 | [,d,,c1] [,a,,,a] [,b,,a] | '[,a,,,a1] (,,a/ ,,c) ,a ,,a | \
[,,ca2] ,d1 | [,d,,c1] [,a,,,a] [,b,,a] | '[,a,,,a1] ,,a/ ,a [,,ca1] | \
[,,a,,a2] :||:";
39;;28r;N:15;;;Mandora;;C|;",,,,c/ ,d ,,,,,a ,a | ,,,,a/ ,b ,,,a ,,c | ,,,,c/ ,d ,,,,,a ,a | \
V[,b,,a1] ,,c | ,,,,c/ ,d ,,,,,a ,a |";
40;;28r;N:16;;;Mandora;Conc_4866;3/4;"[,d,,c1] ,d [,a,,,a] | [,b,,a1] ,b ,,c | [,,a,,a1] (,,a/ ,,c) (,a ,b) | \
[,d,,c1] ,d [,a,,,a] | [,b,,a1] ,b ,,c | [,,a,,a3] :||:";
41;;28v;N:17;;;Mandora;;3/4;"([,d,a/] ,c) ,d1 ,d | ([,d,a/] ,c) ,d1 ,d | [a,,,a1] [d,,c] [c,,a] | \
X[a,,,a3] | [,d,a/] ,c ,d1 ,d | [a,,,a1] ,c ,,c |";
42;;29r;N:18 Sumirum;;;Mandora;Conc_4867;3/4;",,,a1 | '[,,a,,a1] ,,a [,,ca] | '[,a,,,a1] ,a [,b,,a] | \
[,d,,c1] (,d ,b) ,a1 | '[,,a,,a2] ,,,a1 | \
,,,,,a/ ,,a ,,,,,a ,,a ,,,a ,,c |";
43;;29v;Menuet;;f. 30r empty;Mandora;;3/4;"X[,,a,,a2] ,,c/ ,,,e | ,,a1 ,,,a ,,,,,a | [,,ca1] V[,b,a] [,a,,,a/] ,,c | \
X[,,ca3] | [,,ca1] V,b [,b,,a] | '[,a,,,a/] ,,c ,a1 [,a,,,a] |";
44;;30v;aria;;;Mandora;;6/8;"(,a/4 ,b) | [,d,,c3/4] a/4 ,d/ [,d,,c3/4] a/4 ,d/ | \
[a,,,d3/4] c/4 d/ [a,,,d] [,d,,c] (3[,a,,,a/4] ,b ,d) |";
45;;32v;Trio;;f. 33r empty;Mandora;Conc_4797;3/4;",,,,d/ ,b ,,,,c ,b ,,,,a ,b | ,,,,,a/ ,b ,,,d ,b ,,,c ,b | \
,,,d/ ,b ,,a1 ,,,,,a | [,b,,d1] ,b V[,b,,d] |";
46;;33v;Marche;;;Mandora;;C|;",,c/ (,a ,c ,d) [,d,a1] | [ac,,a1] (,a/ ,c) [,d,a1] | \
(3a/ k [l,,a]) ([l,,,a] k) | \
[h,,f/] [h,,e/4] h [d,,c/] [c,,a] |";
47;;34v;Bandour;;f.35r empty;Mandora;Conc_4868;3/4;"(,a/ ,c [,d,a1]) [,d,a] :| [ac,,a/] (,a ,c ,d) [c,,a1] | \
(,a/ ,c ,d1) [,d,a] |:,,,,a/ (,a ,c ,d) [,d,a1] :|";
48;;35v;Menuet;;;Mandora;;3/4;"[d,,,,a1] [c,,,a] [d,,,,a] f/ h | (3,a/ ,c ,d) (3a ,d d) (3,d ,b ,a) | \
,d1 d/ c f d |";
49;;36r;Trio;;;Mandora;;3/4;"(3[l,,a/] e f) (3[f,,,a] (a c)) | [d,,c1] [h,,f] [f,,e] | \
[d,,c1] [c,,a] [a,,,a/] [,d,a] | \
(3[,,c,a/] [,,c,a] [,,c,a]) (3,a ,a ,a) |";
50;;36v;sans titre;;f.37r empty;Mandora;;3/4;",,,,a1 ,,c [,,c,a] | ,,,a1 ,,d [,d,a] | [,,c,a1] (3[d,,a] c a) (3[,d,,a] ,c ,a) | \
[,d,a/] ,d [,,b,,a] ,,b [,,b,,a1] | ,,,,a1 ,,c [,,c,a] |";
51;;37v;Menuet;;;Mandora;;3/4;",d1 ,,,a ,,,a | c1 ,,,a ,,,a | [f,,e2] [dc,c1] | [cd1] ,,,,e ,,,a | \
,,,,a1 [cd] [cd] | ,,,,a1 [ac] [ac] | ,,,,,a1 [,de] [,ab] |";
52;;38r;Trio;;;Mandora;Conc_4869;3/4;",,,a1 ,d/ ,c ,d1 | ,,,,c1 ,d/ ,c ,d1 | ,,,,a1 ,d/ ,c ,d1 | \
,,,,,d1 a/ ,c [,d,a1] | ,,,a1 (c/ a) c1 |";
53;;38v;Menuet;;;Mandora;;3/4;",,,a1 l/ k l1 | ,,,f1 h [f,,e] | ,,,,a1 d/ c d1 | c1 ,c [,d,a] | \
,,,,,a1 ,d/ ,c ,d1 |";
54;;39r;Menuet;;ff.39v-42r empty;Mandora;;3/4;"[,d,a2] [ac,,a1] | [c,,a1] ,d2 | [f,,e1] [d,,c] [c,,a] | [a,,,a2] ,,c1 | \
,,,,a1 [ac] [c,,a] | ,,,,a1 [d,,c] [c,,a] | \
,,,,a1 [ac] [c,,a] |";
;;;Thhonus Tertius;;;;;;;
55;;42v;N:1 Marche;;;Mandora;Conc_4679;C;"f1 | V[,d,a1] ,d V[,d,a] [a,,,a] | '[c,,a1] (a/ c) [,d,a1] [a,,,a] | \
,,,a/ c ,,,,a a ,,,a c [d,a1] |";
56;;43r;N:2 Menuet;;;Mandora;Conc_4824;3/4;"V[,d,a1] ([c,a/] a) ([,d,,a] ,c) | V[,d,a1] [,,c,,c] [,a,,,d] | \
[,,a,,a1] (d/ c a1) | '[,c,,a1] ,d/ a ,,c1 |";
57;;43v;N:3 Menuet;;;Mandora;;3/4;",,c/ ,a | V[,d,a1] (,d ,c) ,d c | [a,,,a/] (,d ,c ,a) ,,c1 | \
,,,,a/ ,c a (d c a) |";
58;;44v;N:4: Pourèe;;;Mandora;Conc_4785;C;",,c/ ,a | V[,d,a1] (c/ a) (c a) ,d1 | V[,d,a1] ,,,c ,,,e [,d,a] | \
[a,,,a1] (a/ c) (d c a) ,d |";
59;;45v;N:5 Menuet;;;Mandora;Conc_4786;3/4;"V[,d,a1] ([c,a/] a) [,d,,a1] | V[,d,a1] [f,,e] [h,,f] | \
V[c,,a1] (d/ c a1) | '[,c,,a1] ,d/ a ,,c1 |";
60;;46v;N:6 Menuet;;;Mandora;Conc_4782;3/4;",,c/ ,a | V[,d,a1] ,,c [c,,a] | '[a,,,a1] ,d V[,d,a] | ([a,,,a/] c) \
[d,,c1] [c,,a] | '[a,,,a1] ,,,,c ,,,,e | [f,,e1] ,,,a [h,,f] |";
61;;47r;N:7 Menuet;;;Mandora;;3/4;"V[,d,a1] ,,c/ ,d (,c ,d) | [a,,,a1] ,,c/ a ,d a | \
[c,,a1] (,a ,c) ,,c1 |";
62;;47v;N:8 Quiq[ue];;;Mandora;Conc_4783;6/8;",,c/ ,a | V[,d,a/] ,,c ,d [,d,a] ,,c ,d | \
[,d,a/] (c/4 a) V[,d,a1] [,,c,,c/] | \
[,a,,d/] ,,a ,a [,,a,,a] (d/4 c a/) |";
63;;48v;N:9 Menuet;;;Mandora;Conc_4843;3/4;",,,,d/ ,b a ,b [b,,a] ,b | (3[a,,c/] b d) ,b1 ,b | \
[f,,d1] ,,,,a/ (,b ,a) ,,c | (3[,a,,,a/] ,b ,d) ,,a1 ,,a |";
64;;49r;N:10 Menuet;;;Mandora;;3/4;"[ab,,a2] (3[,d,,,a/] ,b ,a) | [,bc1] [,aa] [,,cd] | '[,,b,,a1] ,,c (3,,b/ ,,c ,a) | \
[,,c,,a3] | V[,,c,a2] '[,a,,,a1] | V[,b,,a1] [,,bc] [,,cd] |";
65;;49v;N:11 Menuet;;;Mandora;;3/4;"[ab,,d1] (,d/ ,b ,a) ,,c | X[b,,a2] [a,,,d1] | ([,d,,,a/] ,a) ,,b ,,,c a1 | \
[,b,,a2] [,a,,,a1] | V[,,c,a1] Vf f |";
66;;50r;N:12 Trio;;;Mandora;;3/4;"V[,,d,a3] | X[,c,,a3] | '[,a,,,a1] (,a/ ,c) (3,d ,c ,a) | \
V[,c,,a1] a/ (,d ,c ,a) | V[,,c,a3] | [ac,,a3] | \
'[a,,,,a1] ,,,,c/ ,,,,a ,,,,,d ,,,,,c |";
67;;50v;N:13;;;Mandora;Conc_4789;3/4;",,,,d/ ,b ,,,,d ,b ,,,,d ,b | ,,,,c/ ,b ,,,,c ,b ,,,,c ,b | \
,,,,a/ ,b ,,,,a ,b ,,,,a ,b |";
68;;50v;N:14;;;Mandora;Conc_4870;3/4;"[,a,,,a1] (,,c/ ,,a) [,,ca1] | '[,a,,,a1] (,,c/ ,,a) [,,ca1] | \
,,,,,a1 ,,a [,d,,c] | [,,ca2] [,,ca1] :||: \
[,a,,,a1] [,a,,,a] [,b,,a] |";
69;;51r;N:15;;;Mandora;;C|;"a/ | V[,c,,a/] ,d/4 a ,,,,,a/ ,,b | V[,,c,a1] [,a,,,a] | \
[,c,,a/] ,a/4 ,c [,d,,c/] [,c,,a] | '[,a,,,a3/2] :||:";
70;;51v;Boure;;f.52r empty;Mandora;;C;",,c/ ,a | V[,d,a1] f 'c [,c,,a] | V[,d,a1] f 'c [,c,,a] | \
[,d,a1] (a/ c) (d c a) ,d |";
71;;52v;Menuet;;;Mandora;;3/4;"V[,,c,a2] ,a/ ,,c | [,de1] [,de] [,cc] | V[,,c,a2] ,a/ ,,c | \
[cd1] [cd] [ac] | V[,,c,a2] ,a/ ,,c | [f,,,a2] c/ ,e |";
72;;52v;Trio;;;Mandora;;3/4;"[ac,,a2] (c/ a) | [ac,,a2] f1 | [ac,,a2] (c/ a) | [ac,,a2] f1 | \
[ac,,a1] (f/ a) (,d ,c) | ,,,,,a1 (3,a/ ,c ,d) [,c,,a1] |";
73;;53v;Menuet;;;Mandora;Conc_4858;3/4;"[ac,,a3/2] (c/ a) ,d | [,c,,a1] [,c,,a] [,c,,a] | [,c,,a3/2] (,d/ ,c ,a) | \
[,,c,a1] [,,c,a] [,,c,a] | ,,,,,a/ ,,b ,,b ,a ,a ,d |";
74;;53v;Menuet;;;Mandora;;3/4;"[,,c,a1] [,,c,a] [,,c,a] | [,ab,,a1] (3,a/ ,c ,d) [,c,,a1] | \
[,c,,a1] [,c,,a] [,c,,a] | [,d,,c1] (3,d/ a c) [ac,,a1] |";
75;;54v;Men:;;;Mandora;Conc_5072;3/4;"[,d,a1] ,,,,,a [,d,a] | ,,,,a/ ,c a ,c [,d,a1] | \
,,,e/ f ,,,,,a f ,,,e f | ,,,c/ d ,,,,a d [c,,a1] |";
76;;55r;sans titre;;ff.55v-58r empty;Mandora;Conc_5072;3/4;"[,d,a3/2] ,,,,,a/ [,d,a1] | ,,,,a/ ,c a ,c [,d,a1] | \
,,,e/ f ,,,,,a f ,,,e f | ,,,c/ d ,,,,a d [c,,a1] |";
;;;Thonus quartus;;;;;;;
77;;58v;N:1 Pourèe;;;Mandora;Conc_4759;C;"f1 | V[f,,,a1] a/ ',c ,a1 ,,c | V[,,c,a1] ,,,,c ,,,,e [,a,,,a] | \
,,,,a/ ,c ,,,,c ,d ,,,,e a [,d,a1] |";
78;;59v;N:2 Menuet;;;Mandora;Conc_4757;3/4;"[k,,,a1] f [e,,,,a] | [f,,,a1] [a,,,e] [,d,,c] | [,c,,a1] ,,c [,,b,,a] | \
[,,c,a2] [,ab,,a1] | ,,,,a/ ,c ,,,,,a ,a ,,,,a ,c |";
79;;60r;N:3 Menuet;;;Mandora;;3/4;"V[,,c,a1] ,c/ ,,c [,a,,,a] ,,b | V[,,c,a1] ,c a | \
'[,c,,a1] (,d/ ,c) ,d ,a | [,c,,a1] a f | \
[ac,,a1] ([c,,a/] a) c ,d |";
80;;60v;N:4 Menuet;;;Mandora;Conc_1728;3/4;"([,c,,a/] ,d) a1 [c,,a] | [a,,,a1] f [e,,,,a] | ([f,,,a/] a) ([c,,a] a) ,d1 | \
[,a,,,a1] ,,,,,c ,,,,,e | [,c,,a1] a [,a,,,e] a [,,c,,c] a |";
81a;;61v;N:5 Cappricio;;;Mandora;Conc_4755;2;"V[,,c,a/] a ,,,,e a | [,d,,c1] [,c,,a] | V[,c,,a/] (c/4 a) ,d/ (,c/4 ,a) | \
'[,,b,,a/] ,,c/4 ,a ,,,c1 | ([f,,,e/] a) ([c,,a] a) |";
81b;;61v;[Fragment];;Missing bars in system 2);Mandora;;2;"[,,c,a/] a ,,,,e a | [,d,,c1] [,c,,a] | [c,,a/] (c/4 a) (,d/4 ,c ,a/) | \
[,,b,,a/] ,,c/4 ,a ,,,c1 |";
82;;62r;N:6 adagio / Aria;;;Mandora;;C;",,c1 | V[,,c,a1] [,a,,,e] [,c,,a] [,d,,c] | [a,,,e1] (f/ e) f1 [c,,a] | \
[a,,,e1] [,d,,c] [,c,,a] [,a,,,a] | \
'[,c,,a1] ,a/ ,c ,,c1 [,a,,,a] |";
83;;62v;N:7 Menuet;;;Mandora;;3/4;"[a,,,a/] ,c ,,c1 [c,,a] | ,,,,e/ a ,,,,c ,d ,,,,a ,c | \
,,,,c/ ,d ,,b ,d ,,,,,a a | '[,c,,a2] [,a,,,a1] |";
84;;63r;N:8;;;Mandora;;2;"[aba,d/] a ',b ,,a | [,d,,c/] (b/4 a) ,d/ ,,a | [aba,d/] [d,,c] [b,,a] [a,,,d] | \
[,d,,,a/] ,,,,a ,,,,c ,,,,,a | V[,b,,d/] a ',b ,,a |";
85;;63v;N:9 Entre;;;Mandora;Conc_4871;C;"(a/ c) | V[f,,,a1] f ([e,,,,a/] f) h1 | V[f,,,a1] a/ ,c ,,c1 [ac,,a] | \
'[c,,a1] (c/ a) (,d ,c ,a1) |";
86;;64v;N:10 Menuet;;;Mandora;Conc_4851;3/4;"[f,,,a1] ([e,,,,a/] f) h1 | V[f,,,a1] ([e,,,,a/] f) h1 | \
V[f,,,a1] (a/ c) a1 | X[,c,,a2] [,a,,,a1] | \
V[,c,,a1] ([,a,,,a/] ,c) ,d1 |";
87;;65r;sans titre;;;Mandora;;C|;"[,a,,,a1] d/ d | X[c,,,a1] [a,,,d] | [,d,,c1] [,b,,a] | \
'[,a,,a/] ,d ,a ,,a | [,a,,,a/] [a,,,d] [,d,,c] d |";
88;;65v;Menuet;;;Mandora;Conc_4776;3/4;"V[d,,,,a2] [c,,a1] | V[d,,,,a1] (c/ a) [,d,a1] | '[,a,,,a1] ,,a/ ,a [,,ca1] | \
X[,,c,,a2] [,,ca1] | '[,a,,,a1] ,,a/ ,a [,b,,a1] |";
89;;66r;Aria Bellana hat beschloss[en];;;Mandora;;3/8;",,,,,a/ ,,b | [,,c,a/] ,,c [,,c,a] | [,,c,a/] ,,c [,,c,a] | \
[,cc,,a/] [,cc] [,cc,a] | [,cc,a/] [,cc] [,aa,c] | \
[ac,,a/] [ac] [ac,,a] | [a,,,a/] ,d [,c,,a] |";
90;;66v;sans titre;;;Mandora;;3/4;",,,,,a/ ,,b | [,,c,a1] ,,c/ ,c [,,b,,a] ,a | [,,c,a1] ,,c/ ,c [,,b,,a] ,a | \
[,,c,a1] ,,c/ ,c [,,b,,a] ,a | [,,c,a2] ,,,,,a/ ,,b |";
91a;;67v;Aria Nein ich will nit. Glaub[e] es doch / bedenkhe wohl;;;Mandora;;C;"[daa,,a1] (,d/ ,b) ,a ,,c [,,a,,a1] |: (,a/ ,b) [,d,a1] (a/ c) [da,,,a1] | \
,,,,c/ ,d ([,d,a] ,b) [,a,,,a2] :|";
91b;;68r;Meinst das villeicht die Welt nit merkh / Wan das Vergnügen;;;Mandora;;3/4;"[,,a,,a1] | ,d1 [,d,,c] [,d,,c] | [,bb,a1] [,bb,a2] | [,aa,,a1] [,aa,,a] [,,ca1] :||: \
,,,a1 [,,a,,a2] | [,,ca1] ([,a,,,a/] ,c) (,a ,b) [,d,a1] :|";
92;;68v;[Menuet / Ex F:];;;Mandora;;3/4;",,d1 | ,,,,,a/ ,a ,d1 [,d,,a] | [,d,,c1] d2 | [,d,,c2] c1 | \
([,d,a1] ,b) [,a,,,a] | [a,,,d1] ,d ,c |";
93;;68v;Ex B:;;;Mandora;Conc_4873;3/4;"[,b,,d/] a d1 d | [d,,c1] i z1 | [,i,,h1] i z1 | ([d,,,,a1] b) [a,,,d] | \
[f,,d1] (d/ b a) ,d |";
94;;69r;sans titre;;ff.69v-72v- empty;Mandora;Conc_4873;3/4;",,,,a/ ,a d1 d | [,d,,a1] f2 | ,,,,a1 f z1 | ,f1 ,,d ,c | \
,,,a/ (c a) (,d ,c ,a) |";
95;;73r;sans titre;;unreadable fragment;Mandora;;3/4;;
96;;73v;sans titre;;unreadable;Mandora;;none;;
