Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab
82;;40v;Pastorello;;;Mandora;;2/4;"[bbc,,a/] [,bc,,a] [,bc,,a1] | [,dd,,a/] [,bc] [,bc1] | \
[,dd,,a/] [,bc] [,bc,,a] [,ba] | '[,ba,,a/] [,bc,,a] [bbc,,a1] ""finis"":||: \
[aba,d/] [aba,d] [aba,d1] | [bbc,d/] [aba,d] [aba,d1] |"
83;;41r;Gigue;;;Mandora;;6/8;",b/ | [bb,,,a3/4] a/4 b/ [bb,,,a] a b | [d,,c1] ,b/ ,b1 [d,,c/] | \
[d,,c1] ,b/ ,b1 [d,,c/] | [f,,,,a1] b/ b1 d/ |"
84;;41v;Marche;;;Mandora;Conc_4759;C;"f/ | V[f,,,a1] a ',c/ ,a ,,c1 | V[,,c,a1] ,,,,c1 ,,,,e/ ,a ,,,,,a ,a | \
,,,,a/ ,c ,,,,c ,d ,,,,e a [,d,a1] |"
85;;42r;Menuet;;;Mandora;Conc_4757;3/2;"V[k,,,a1] f [e,,,,a] | V[f,,,a1] [a,,,a] [,d,,c] | \
V[,c,,a1] ,,c [,,b,a/] [,,c,a] | \
[,a,,,a1] ,,,,a/ ,c ,,,,,a ,a ,,,,a ,c |"
86;;42r;Cappriccio;;;Mandora;Conc_4755;2/4;"V[,,c,a/] a ,,,,e a | [,d,,c1] V[,c,,a] | V[c,,a/] (c/4 a ,d ,c) ,a/ | \
'[,,b,,a1] ,,c/4 ,a ,,,c/ | [f,,,e/] (a [c,,a] a) |"
87;;42v;Aria;;;Mandora;Conc_4760;C;",,c1 | V[,,c,,a1] [,a,,,e] [,c,,a] [,d,,c] | \
[a,,,e1] f f [c,,a] | [a,,,e1] [,d,,c] [,c,,a] [,a,,,a] | \
'[,c,,a1] (,a/ ,c) ,,c1 [,ab,,a] |"
88;;42v;Menuet;;;Mandora;Conc_4891;3/4;"V[,,d,a1] V,c/ ,d a1 | V[,,c,a2] [c,,a1] | [a,,,e1] V([c,,a/] a) [,d,,c1] | \
'[,a,,,a3/2] a/ ,,,,e a | [c,,a1] [c,,,a] [c,,a] | \
[a,,,e1] [a,,,a] [a,,,e] |"
89;;43r;Gigue;;;Mandora;Conc_4758;6/8;"f/ | V[f,,,a/] (a/4 c) '[,a,,a/] (,c/4 ,d) a/ | \
,,,,,a/ ,,c ,,b [,,c,a1] [,ab,,a/] | \
[,c,,a/] (,c/4 ,d) a/ '[c,,a/4] (a ,d ,c ,a/) |"
;;;die 2. Partia;;;;;;
90;;43v;Entre;;;Mandora;;C;"Vc1 | V[f,,,a1] ,,c V[,,c,a] [,,c,a] | [,,c,,c1] [,,c,,c] [,,c,e] [,,c,e] | \
[,ab,,a1] ,a '[,,b,,a/] ,a a1 | \
'[,c,,a1] (,a/ ,c) ,,c1 [ac,,a] |"
91;;44r;Menuet;;;Mandora;Conc_1728;3/4;"V[,c,,a/] ,d [a,,,a1] [c,,a] | [ac,,a1] f '[e,,,,a] | \
V[f,,,a/] (a [c,,a] a ,d1) | '[,a,,,a1] ,,,,,c ,,,,,e |: \
[,c,,a1] [aa,,,e/] a ,,c a |"
92;;44v;Trio;;;Mandora;Conc_1729;3/4;",,,,a/ ,,c ,b ,,c a ,,c | [b,,a1] [a,,,d] [,d,,c] | \
V[,b,,a1] ,d ',a | '[,,b,a1] ,,c/ ,a ,,c1 | \
,,,a/ b ,,,,c b ,,,,,d b |"
93;;44v;Gavotto;;;Mandora;Conc_1730;2/4;"V[f,,,a/] e [f,,,,a] e | [f,,,a/] a [c,,a] ,d | [,,b,,a/] ,a a ,d | \
[,c,,a/] ,a ,c ,,c | ,,,a/ c ,,,,e a |"
94;;45r;Guigue;;;Mandora;Conc_1731;6/8;"a/ | V[f,,,a1] a/ ,c1 a/ | [,,c,,a/] [,a,a] [,,b,,a] [,,ca1] a/ | \
[c,,a/] ,d ,c [,a,a/4] (,c ,d) ,c ,a/ |"
95;;45v;3: Intrada;;;Mandora;;C;"V[f,,,a1] a ,b [,a,,,a] | V[,,c,a1] ,,,,c ,,,,d [,ab,,a] | \
V[,b,,a/] ,a ,b ,d [,b,,a1] [,d,,,c] | \
[a,,,,a1] ,,,,,c ,,,,,e [,a,,,a/] ,b |"
96;;46r;Menuet;;;Mandora;Conc_4895;3/4;"V[,,c,a1] a/ ',b ,a1 | X[,,c,a1] ,,,c/ ,,,a ,,,,d ,,,,c | \
,,,a1 b [a,,,d] | [,d,,c1] [,b,,a] [,a,,,a] | \
'[,b,,a1] (,a/ ,b) ,,c1 |"
97;;46v;sans titre;;;Mandora;;6/8;",,c/ ,a | V[,d,a/] ,,c [,d,a] ,,c ,d ,,c ,d | \
[,d,a1] (c/4 a) ,d/ V[,d,a] [,,c,,a1] | \
[,a,,,d/] ,,a ,a [,,a,,a] d/4 c a/ |"
;;;Parthia à 3 - Gallichona;;;;;;
98;;47r;Marche;;;Mandora;;C;",d/ a | V[d,,,,a1] d V[d,,,,a] ,d | '[,aa,,a1] ,,c/ ,a ,,c1 [,,ca] | \
,,,,,a/ ,,a ,,,,a ,,a ,,,,c ,,a ([,b,,a] ,a) |"
99;;47r;Boree;;;Mandora;Conc_5120;C;"d1 | ,,,,c/ ,d ,,,,d a ,,,,c ,d ,,,,a ,b | \
[,aa,,a1] [,,ca/] ,a ,,,,,a ,a ,,,,a ,b | ,,,,c/ ,d ,,,,d a"
100;;47v;Menuet;;;Mandora;;3/4;"[,d,,,a1] d [c,,a] | [d,,,,a1] (c/ a) ,d1 | ,,,,d/ a ,,,,c ,d ,,,,a ,b | \
'[,a'a,,a2] [,,ca1] | ,,,,c/ ,d ,,,,a ,b ,,,,,a ,a |"
101;;48r;Trio;;;Mandora;;3/4;",d/ a | V[d,,,,a1] (d/ c) d1 | '[,,a,,a2] '[,,ca1] | \
'[,aa,,a1] (,,c/ ,,a) [,,ca1] | [,,a,,a3/2] ,d/ ,,,,c ,d |"
102;;48v;Guigue;;;Mandora;Conc_4687;6/8;",d/ | ,,,,c/ ,,a ,d ,,,,c ,,a ,d | ,,,,d/ ,,a a ,,,,d ,,a a | \
,,,,c/ ,d ([,b,,a/4] ,a) [,,ca/] ,a ,,a |"
103;;48v;Gigue;;Fragment of 1rst Gigue;Mandora;Conc_4687;6/8;,d/ | ,,,,c/ ,,a ,d ,,,,c ,,a ,d | ,,,,d/ ,,a a ,,,,d ,,a a |
104;;49r;Aria Dolce Adag:;;?Maria Theresia Schmögerin;Mandora;Conc_4784;3/4;"Xf1 ,,,a [a,a/] c | '[,c,,a2] V[,d,a1] | ,,,,a/ ,c a h f d | \
'[c,,a1] a/ c ,d1 | [c,,a/] e [e,,,c] f [f,,,a1] |"
105;;49v;sans titre;;;Mandora;;C;",,,,,a/4 ,,a ,a ,,a ,,,,,a ,,a ,a ,,a ,,,,,a ,,a ,a ,,a ,,,,,a ,,a ,a ,,a | \
,,,,,a/4 ,a d ,a"
106;;50v;Praeambulum ex F;;;Mandora;;C;",,a/4 ,a d ,a ,,a ,a d ,a ,,a ,d c ,d ,,a ,d c ,d | \
,,a/4 ,a d ,a"
107;;50v;Chiaconia Ex F;;;Mandora;Conc_4780;2/4;",d/4 a | V[d,,,,a/] ('c/4 a) [,d,a/] a/4 ',d | \
'[,a,,,a/] ,,c/4 ,a ,,a/ ,d/4 a | \
V[d,,,,a/] ('c/4 a) [,d,a/] a/4 ',d |"
108;;51v;Menuet;;;Mandora;;3/4;",,,,a1 | [,,a,a2] [,,ca1] | [,a,,,a1] (,,a/ ,,c) ([,aa] [,bc]) | \
[,de3] | ,,,,,a1 [a,,,d] (3a/ c d) | \
[,d,a/] ,b ,d [,b,a] (,a [,b,,,a]) |"
109;;51v;Gavotte;;;Mandora;Conc_4680;2/4;",,,,,a1 'c/ a | ,,,,c/ ,d [,b,,,a] [,a,,,a] | \
[,b,,d/] a [,d,c] [,b,a] | ,,,,c/ ,d [,b,a] [,a,,,a] | \
,,,,a/ ,b [,a,,,a] [,,ca] |"
110;;52r;sans titre;;;Mandora;;3/4;"[,a,,,a1] ,a/ ,,c [,a,,,a1] | ,,,,a/ ,,c ,b ,,c ,,,,,a ,a | \
[,,ca1] (,,,c/ ,,,c) ,,,a1 | '[,a,,,a1] ,a/ ,,c [,a,,,a1] |"
111;;52v;Aria;;;Mandora;Conc_4681;C;"(,a/4 ,b) | (3[,da,a] ,a ,,c) [,,a,,a/] [ab,,d] (3[,d,c/4] a ,d) '[,a,,,a/] [,,ca] | \
'[,a,,a/4] ,,a [,c,,a] ,,c [,d,,c] ,,c [,d,,,d] a"
112;;52v;sans titre;;;Mandora;Conc_4682;3/4;"[,a,,,a/] ,d a ,d (,b ,a) | [,a,,,a/] ,,c ,c ,,,e [,,a,,a1] | \
V[,b,,d/] a a ,d ,b ,a | [,a,a/] ,,c [,a,,,a] ,,a [,,ca1] |"
113;;53r;sans titre;;;Mandora;Conc_4683;6/8;"[d,,,,a/] c a [,d,,c] a [,b,,a] | [,a,,,a/] ,b ,d ,,a1 '[,,ca/] | \
[,a,,,a/] ,b ,d [,d,,c] ,b [,a,,,a] | \
[,,ca/] a ,a [,ca1] [,de/] |"
114;;53v;sans titre;;;Mandora;Conc_4684;C;,d/4 a c | ,,e/4 ,d d ,d ,,e ,d d ,d ,,e ,d d ,d ,,e ,d d ,d |
115;;53v;sans titre;;;Mandora;Conc_4946;3/4;",,c/ [,aa] [,bc] | [,de,,a1] [,dd/] [,aa[ (],b,,a] ,,c) | \
'[,b,,a1] ,a/ ,,a [,,ca] ,,,e | '[,,a,,a3] || ,,a/ ,,,e ,,a | \
[,,ca1] ,,c/ ,,,e [,a,,,a] ,,,a |"
116;;54r;sans titre;;;Mandora;Conc_4685;3/4;"V[h,,,,a1] d '[c,,,a] | V[d,a2] [f,,,a1] | [h,,,,a1] d [c,,a] | \
V[d,,,,a2] [,,ca1] | '[,,a,,a1] ,,a/ ,a [,,ca1] | \
'[,a,,,a1] ,a/ ,,a [,,ca] ,,,e |"
117;;54r;sans titre;;;Mandora;Conc_4686;3/4;",d/ a | V[d,,,,a1] f '[c,,a/] a | [,d,,c1] [,b,,a] [,a,,,a] | \
[ab,,,d1] [,da,c] [,bc,,a] | [,,a,,a1] ,,,f/ h ,,,e f |"
118;;54v;sans titre;;;Mandora;Conc_4688;6/8;",d1 | '[,a,,,a1] (,,c/ ,,a) ,,c1 | [,a,,,a1] (,,c/ ,,a) [,,ca1] | \
'[,a,,,a1] [,b,,a/] ,a [,,ca] ,a | '[,,a,,a2] :||: ,d | \
[,d,,c1] [d,,c] '[c,,a] |"
119;;54v;sans titre;;;Mandora;Conc_4689;C;",d/ a | V[d,,,a/] (c/4 a) [,d,,c/] a '[,a,,,a] ,,c/4 ,a (,,a ,,c) (,a ,b) | \
[,d,,c/] (,b/4 ,a) [,bc/] ,a/4 ,,c"
120;;55r;sans titre;;;Mandora;Conc_4690;3/4;",d/ a | V[d,,,,a1] ,,a f | V[h,,,,a1] ,,a [a,,,,a] | \
V[f,,,,a1] [i,,,a] f | '[c,,a1] (a/ c) ,d1 | \
,,,c/ ,c d ,c ,,,a [cd] |"
121;;55v;sans titre;;;Mandora;Conc_4694;3/4;",,,,,a/ ,,a ,,,,c ,,a ,,,a ,,a | ,,,,,a/ ,,a ,,,,c ,,a ,,,a1 | \
V[d,,,,a1] ('c/ a) ,d1 | ,,,,d/ a ,,,,a ,b ,,,,,a ,a |"
122;;56r;sans titre;;;Mandora;Conc_4691;3/4;"V[d,,,,a1] [,d,,c] [,d,,c/] c | V[d,,,,a1] [,d,,c] [,d,,c/] c | \
V[d,,,,a1] [,d,,c/] ,a [,b,,a] ,,c | [,a,,,a1] ,,a2 | \
,,,a/ ,h f i 'h ,i |"
123;;56r;sans titre;;;Mandora;Conc_4696;3/4;",,,,,a/ ,,a ,a ,,a ,,,,,a ,a | [,,ca1] ,,c/ ,b ,a ,,c | \
,,,,,a/ ,,a ,a ,,a ,,,,,a ,a |"
124;;56v;[minuetto];;;Mandora;Conc_4698;3/4;"[,d,,,a1] (a/ c) (d c) | [,de1] [,bc] [,aa] | \
V[,b,,a1] ,d/ a ,d ,b | '[,a,,,a2] [,,c,a1] | \
,,,,,a/ ,a ,,,,a ,,,c ,,,,,a ,a |"
125;;56v;sans titre;;;Mandora;Conc_4699;3/4;"[,,a,,a1] (,,a/ ,,c) ,a1 | [,,ca1] ,,c [,b,,a] | \
'[,a,,,a1] ,a/ ,,c ,a ,,a | [,,ca2] [,b,,a1] | \
'[,a,,,a1] ,a/ ,,c ,a ,,a | [,,ca3] :||:"
126;;56v;sans titre;;;Mandora;Conc_4700;3/4;",,,a1 | ',,a1 ,,a/ ,,,e ,,a ,,,a | [,,ca1] ,,c/ ,,a ,,c ,,,a | \
,,,,,a/ ,a ,,,,a ,b ,,,,c ,d | [,,ca2] ',a1 |"
127;;57r;sans titre;;;Mandora;Conc_4701;2/4;",,,a/ | '[,,a,,a/] [,aa] '[,a,,,a] (,,c/4 ,,a) | \
[,,ca/] [,bc] '[,b,,a] ,a/4 ,,c | \
([,a,,,a/4] ,b ,d) d ,d/ (,b/4 ,a) |"
128;;57v;sans titre;;;Mandora;Conc_4702;C;"[,d,,c/] | ',a/ ,,a ',,c ,,a/4 ,,,e [,,a,,a1] y/ [,,ca] | \
,,,,,a/4 ,,a ,a ,,a ,,,,a ,,c ,b ,,c"
129;;57v;sans titre;;;Mandora;Conc_4703;3/4;",,,,,a/ ,a d ,a ,,,,,a d | '[c,,a1] 'c/ a ,d1 | \
[,d,c1] a/ ,d [,b,,a] [,a,,,a] | [,,ca1] (,,c/ ,,a) ,,c1 |"
130;;58r;sans titre;;;Mandora;Conc_4704;2/4;"[,a,,,a1] ,,,a/ ,,c | ,,,,,a/ a ,d ,b | [,a,,,a/] ,,c/4 ,,e ,,,e/ [,,a,,a] | \
[,,ca1] [,a,,,a] | [,b,,a/] (,b/4 ,a) [,b,a1] |"
131;;58r;sans titre;;;Mandora;Conc_4705;3/4;"[,a,,,a1] (,,c/ ,,a) [,,ca1] | '[,,a,,a2] [,,ca1] | \
'[,a,,,a1] (,,c/ ,,a) [,,ca1] | '[,,a,,a2] [,,ca1] | \
'[,a,,,a1] (,,c/ ,,a) [,bc1] | [,aa,,a2] [,,ca1] |"
132;;58v;sans titre;;;Mandora;Conc_4788;3/4;"[,dac2] [a,,,d1] | ,,c/ ,,a ,,,e ,,c ,,a1 | \
[,bc1] '[,a,,,a] ,,c | '[,a,,,a/] ,,c ,,a [,,ca] ,a ,b | \
[,d,,c2] [a,,,d1] |"
133;;58v;sans titre;;;Mandora;Conc_4706;3/4;"[,,a,,a1] ,,a [,,ca] | '[,a,,,a/] ,,c/ (,,c ,,a) ,,a1 | \
[,aa,,a1] [,aa] [,bc] | [,de,,a/] [,bc] [,bc] [,aa] [,aa1] | \
[,de,,a1] [,de/] [,bc] [,aa1] |"
134;;59r;sans titre;;;Mandora;Conc_4707;C;",,,a/ | '[,,a,,a/] ,a '[,a,,,a] (,,c/4 ,,a) '[,,c'a/] z/ ,,,a ,,,a | \
(,b/4 ,d ,b ,a) ,a/ ,,c [,a,,,a] y ,,,,,a ,,,,,a |"
135;;59v;sans titre;;;Mandora;Conc_4708;3/4;",d/ a | V[d,,,,a1] ,,,,c/ d ,,,,,a d | [c,,a1] ,,,e/ c ,,,a c | \
V[d,,,,a1] [,d,a] [,bc,a] | '[,a,,,a1] ,,c/ ,a ,,a1 |"
136;;59v;sans titre;;;Mandora;Conc_4709;3/4;"[,d,,,a1] d c | [d,,,,a1] 'c/ a ,d1 | [a,,,d1] [,d,,c] [a,,,d] | \
'[,b,,a2] [,a,,,a1] | [a,,,d1] [,d,,c] [a,,,d] | \
([,a,,,a/] ,d) (a c) d1 |"
137;;60r;Guigue;;;Mandora;Conc_4710;6/8;",d/ | '[,a,,,a/] (,a/4 ,b) ,d/ '[,a,,,a] (,a/4 ,b) ,d/ | \
X[,,ca3/2] ,,c1 ,d/ | [ab,,d/] a/4 c d/ ,,,a d 'c |"
138;;60v;sans titre;;;Mandora;Conc_4711;3/4;"V[d,,,,a1] ,,a d | '[c,,a1] a ,d | ,,,,d/ a ,,,,c ,d ,,,,a ,b | \
'[,a,,,a1] ,,c/ ,a ,,a1 | ,,,,,a1 ,a/ ,,,,,a ,,,,a ,b |"
139;;60v;sans titre;;;Mandora;Conc_4712;6/8;"[,d,,c/] | [d,,,,a/] c d [,d,,c] a [,b,,a] | \
[,a,,,a/] ,b ,d ,,a1 [,d,c/] | \
[a,,,d/] [,d,,c] [a,,,d] [,,ca] ,a ,b |"
140;;61r;sans titre;;;Mandora;Conc_4714;3/4;"[,d,,,a/] ,a ,,a ,a ,d a | '[,,b,,a2] '[,a,,,a1] | \
[,,ca1] ,b/ ,a ,,c ,,a | ,,,e1 ,,a/ ,,c ,,,a1 |"
141;;61v;Aria adagio;;;Mandora;Conc_4713;C;"[,,a,,a1] ',a/4 ,,c ,a ,,a [,d,,,a/] ,,,,a ,,,,c [a,,,,a] | \
'[,b,,,a1] V,b/ ',d '[,a,,,a] ,,c/4 ,a ,,a/ ,d/4 a |"
142;;62r;sans titre;;;Mandora;Conc_4715;C;",,,a/ | '[,,a,,a1] ,,,e/ ,,c '[,,a,,a1] [,,ca] | \
'[,a,,,a/] [,,ca] [,aa] [,bc] [,aa,,a1] [,bc,a] | \
[,da,c1] d [,bca] ,d/ ,,c |"
143;;62v;Menuet;;;Mandora;Conc_4716;3/4;",,a/ ,,,a ,,a ,,,a ,,a ,,,a | '[,,a,,a1] ,,a/ ,,c ,a ,,a | \
'[,,ca1] ,,c/ ,,c ,,c ,,c | [,,ca1] [,aa,,a] V[,b,,a] |"
144;;62v;sans titre;;;Mandora;Conc_4717;C;"V[d,,,,a1] '[c,,a] V[d,,,,a/] ,d ',a/4 ,,c ,,a ,,,e | \
,,a/ ,,,,c/4 ,,,,d ,,,,a/ ,,,,c ,,,,a/4 \
,,,,d/ ,,,,c ,,,,a ,,,,,a/ [,d,,c] |"
145;;63r;sans titre;;;Mandora;Conc_4718;3/4;"[,d,c1] ,b/ ,a [,,ca1] | [ab,,d1] '[c,,a] V[d,,,,a] | \
[,,ca1] ,a/ ,b ,d1 | '[,a,,,a1] ,,c/ ,a ,,a1 | \
,,a/ ,,a ,,,e ,,a ,,,c ,,a |"
146;;63v;Guigue;;;Mandora;Conc_4719;6/8;"[,,ca/] | ,,,,,a/ ,a [,,ca] ,,,,,a ,a [,,ca] | \
,,,,,a/ ,a [,,ca] [,,,a,a1] [,,ca/] | \
,,,,c/ ,d [,b,,a] ,,,,c ,d [,b,,a] | '[,a,,,a3/2] [,,ca] |"
147;;64r;Menuet;;;Mandora;Conc_4720;3/4;",,,,,a1 [da] [cb,a] | ,,,,,a1 [da] [cb,a] | \
,,,,,a/ d c a [,d,,a] ,b | '[,a,,,a2] [,,ca1] | \
,,,,d1 [ab] [,da,c] |"
148;;64v;sans titre;;;Mandora;Conc_4721;3/4;",,,a/4 ,,,c ,,,e | ,,,f/4 ,,a ,a ,,a ,,,f ,,a ,a ,,a ,,,e ,,a ,a ,,a | \
,,,c/4 ,,a ,a ,,a ,,,c ,,a ,a ,,a ,,,a1 |"
149;;64v;Presto aria:;;;Mandora;Conc_4722;6/8;",d/ a | V[d,,,,a/] 'c/4 a ,d/ '[,a,,,a1] [ab,,d/] | \
[,a,c/4] ,d a ,d ,b/ '[,,ca] ,,c/4 ,,a ,,c/ |"
150;;65r;Ihro Maiestät des Königs in preysen favorit:;;;Mandora;Conc_4723;3/4;"[,aa,,a/] [,bc] [,de1] [,bc] | [,aa,,a1] [,de] Vd | \
[,aa,,a1] [,de] [,bc] | [,aa,,a1] [,de] Vd | \
[,aa,,a1] [,de] Vd |"
;;;Ex b;;;;;;
151;;65v;[Harpeggio];;;Mandora;Conc_4724;C;"[df,,d2] [df,,d] | [dd,,e4] | [bd,,c4] | [ab,,d4] | [ff,,d] | \
[cd,,d4] | [dd,,c4] | [db,,a4] | [cb,a4] |"
152;;65v;Marche;;;Mandora;Conc_4725;C;"[d,,c2] [f,,d1] '[b,,a/] a | [,d,,,a/] ,b ,a ,,c ,,a1 ,b | \
V[,b,,d1] ,,a ,,a a | [ab,,d1] ,b ,b d |"
153;;65v;sans titre;;;Mandora;Conc_4726;3/4;"V[,b,,d1] | V[,d,,,a1] ,d/ ,,a a1 | V[,b,,d1] ,b/ ,a ,b1 | \
V[,d,,,a1] ,d/ ,,a a1 | V[,b,,d3] :||: V[,b,,d1] | \
V[,d,,,a1] ,d/ ,,a [ab,,d1] |"
154;;66r;Gulten Morg[en]:;;;Mandora;Conc_4727;C;"[,b,,d1] [,a,,a] [,b,c] [,,a,,a] | [,b,,d1] [,a,a] [,b,c] [,,a,,a] | \
[,b,,d2] [,d,,,a] | [ab,,d1] ,d/ a Vb1 [ab,,d] | \
[,d,,,a1] ,,,,a ,,,,c ,,,,,a |"
155;;66r;Gavotto:;;;Mandora;Conc_4728;2/4;"i/ 'h | Vi1 d/ b [ab,,d1] ,,,,,a/ ,d | \
[ab,,d1] ',b V[b,,,a] '[a,,,,a] | \
,,,,d/ f ,,,c d ,,,c d '[b,,a] a |"
156;;66v;sans titre;;;Mandora;Conc_4729;C;",b/ | ,,,,d/ ,b ,,,,d ,,,,c ,,,,a ,b ,,,,,a ,,,d | \
,,,c/ ,b ,,,a ,d [ab,,d1] ',b | ,,,,c/ ,d d b"
157;;67r;Schonste sag is[t] dein rechter will s. ia.;;;Mandora;Conc_4730;3/4;",,a1 ,b [,d,,,a] | [a,,,d/] ,b ,d ,a ,b1 | \
V[,b,,d1] a [b,,a] | [d,c/] a [b,a] ,d [ab,,d1] | \
[,,ac1] [,,cd] [,,ac] |"
158;;67v;Meister ham[m]erle ?und zugleich;;;Mandora;Conc_1378;3/4;",,a1 | [,b,,d2] ,,a1 | [,b,,d2] [,d,c1] | '[a,,,d3/2] b/ d1 | \
'[a,,,d3/2] b/ [d,,,c1] | '[b,,a2] [a,,,d1] | [,d,,c1] a [,b,,a] | \
'[,a,,,a1] ,,a [,b,c] |"
159;;68v;bahbiet;;;Mandora;Conc_4732;3/4;"V[,b,,d1] d '[,a,,,a] | V[,b,,d2] V[,b,,d1] | \
[f,,d1] [d,,c] [f,,d] | '[b,,a2] '[a,,,,d1] | \
[,d,,,a1] V[b,,a/] a ,d1 | '[,a,,,a1] ,,c/ ,a ,,a1 |"
160;;69r;bäyrisches stukh:;;;Mandora;Conc_4733;6/8;"[,b,d1] [,d,,,a/] [ab,,d] a/4 b d/ | \
[,b,,d/] ',a ,b [,d,,,a] ,d/4 a b/ | \
[ab,,d/] V[b,,a] [d,,c] [d,,c/4] b a ,d |"
161;;69v;Menalies;;;Mandora;Conc_4734;C;"[ab,,d/] a ,b a V[,d,,,a] ,d ,,a ,,,d | \
,,,c/ ,b ,,,a ,d [ab,,d] a [,d,,,a1] | \
[ab,,d/] a ,b a V[,d,,,a] ,d ,,a ,,,d |"
162;;70r;Guigue;;;Mandora;Conc_4735;6/8;"(3,,a/ ,,c ,a) | V[,b,,d/] ,b/4 ,a ,b/ [,d,,c] ,d/4 ,b ,d/ | \
[ab,,d/4] b a ,d ,b/ '[,a,,,a] ,,c/4 ,,a ,,,c d |"
163;;70v;Menuet;;;Mandora;Conc_4736;3/4;"[,ba,d1] ,,a [,ba,d] | ,,,,c/ ,,a ,d ,,a ,,,,,a1 | \
[ab,,d1] [b,,a/] a ,d1 | '[,a,,,a1] ,,c/ ,a ,,a ,,,d |"
164;;70v;[Gavotte];;;Mandora;Conc_4737;2/4;",,a/ | [,b,,d/] ,,a [,d,,,a] ,,a | [ab,,d1] '[b,,a] | \
,,,c/ d [b,,a] a | [,d,,,a/4] ,b ,a ,,c ,,a/ ,,a |"
165;;71r;Cupido du bunckheter. Bursch;;;Mandora;Conc_4738;6/8;",,a/ | [,b,,d/] a ,,a [,b,,d] a ,,a | \
V[,b,,d3/2] [dd,,c] | [ab,,d1] 'a/ [,dd] a ',b | \
'[,a,,,a/] ,a Vd ',,a1 ,d/ |"
166;;71v;Bouree;;;Mandora;Conc_4739;C;"[d,a/] | V[,b,,d1] (,b/ ,a) (,a ,b) [,d,,,a1] | \
[ab,,d1] a/ ,d a V[b,,a] | V[d,,c1] b/ a [,d,a1] a |"
167;;71v;Marche;;;Mandora;Conc_4740;C;",,a/ | ,,,,d/ ,b ,,,a ,b ,,c ,b ,,,,d ,b | \
,,,,,a/ ,d ,,,,a ,d ,,,,c ,d ,,,,,a ,d |"
168;;72r;Englischer Tanz;;;Mandora;Conc_4741;6/8;",b/ | [,b,,d3/4] ,,a/4 ,b/ [,b,,d3/4] ,,a/4 ,b/ | \
[,ba,d3/4] ,,a/4 ,b/ [,b,,d1] a/ | \
[ab,,d3/4] ,b/4 a/ [ab,,d3/4] ,b/4 a/ |"
169;;72v;sans titre;;;Mandora;Conc_4744;6/8;",,a/ | [,ba,d/] ,d a [,da,c1] ,,a/ | \
,d/ a b [ab,,d1] ,,a/ | ,d/ a b [ab,,d1] ,,a/ | \
[,,cd/] ,a ,b [,aa,,a] ,b ,d |"
;;;Ex C:;;;;;;
170;;73r;sans titre;;;Mandora;Conc_4745;C;",,c/ ,a | V[,d,a1] ,d V,d 'c | '[a,,,a/] d ,c ,a ,,c ,a ,c ,d | \
[ac,,a1] [ac,,a] '[a,,,,a] f |"
171;;73v;sans titre;;;Mandora;Conc_4746;6/8;"[,,c,,c1] [c,,,a/] '[a,,,,a] ,d/4 ,c [,d,,,c/] | \
[,,c,,c1] [c,,,,a/] '[a,,,,d/] ,d/4 ,c [,d,,,c/] | \
[f,,a1] [h,a/] '[,c,,a/4] ,a ,,c/ [,d,a] |"
172;;73v;sans titre;;;Mandora;Conc_4747;3/4;",,,a/ ,d ,,c ,d ,,,a ,d | ,,,,a/ a ,c a ,,,,a a | \
[cd,a1] [d,,,,a/] c a ,d | [,c,a1] ,d/ a [,,c,a1] |"
173;;74r;Aria;;;Mandora;Conc_4753;6/8;",,c/ | [,dca/] ,,c ,d [,dca] ,,c ,d | [ac,,a/4] ,a ,c ,d ,c ,a ,,c1 ,,c/ | \
[ac,,a/] ,,c [ac,,a] [ac,,a] ,,c [ac,,a] |"
174;;74v;sans titre;;;Mandora;Conc_4748;3/4;"c/ d | [c,,a/4] d f/ (3,a ,c ,d) (3'[,c,,a/] ,a ,c) | \
V[,d,a2] '[a,,,a1] | '[c,,a1] 'a [,c,,a/] ,a/4 ,c | \
[,d,a2] [ac,,a1] |"
175;;75r;Guigue;;;Mandora;Conc_4749;6/8;"[,,c,a/] | V[,d,a/] ,,c ,d [,d,a] ,,c ,d | \
'[,c,a1] a/ ,,c ,c ,d | [ac,,a/] [cd] d 'd c a |"
176;;75v;sans titre;;;Mandora;Conc_4750;3/4;"[fd,e1] f/ d f1 | [h,,a1] h/ f h1 | ,,,,a1 a/ c d1 | \
'[c,,a1] c/ a ,d1 | [fd,e1] f/ ,d ,f1 |"
177;;75v;sans titre;;;Mandora;Conc_4751;6/8;"[,,c,a1] | V[,d,a1] '[a,,,a/] V[,d,a1] [ac,,a/] | \
V[,d,a1] '[a,,,a/] V[,d,a1] [ac,,a/] | \
[cd,a/] [f,,e] [d,,c] '[c,,a] a ,d | \
[,,c,a/] a/4 ,d ,c ,a [,,c,a1] ,d/ |"
178;;76r;bäyrsches lapriol:;;;Mandora;Conc_4752;2/4;",,c/ | [,d,a/] ,,c '[a,,,a] ,,c | ,,,a/ d/4 c '[a,,,a/] ,,c | \
'[c,,a/] a/4 c [d,,c/] [c,,a] | '[a,,,a/] ,,,,c ,,,,e ,,,,a |"
;;;Ex g#;;;;;;
