Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab
1;d moll;1;Allegretto;August Peter;;Mandora;;2/4;",a/ | [a,,,,a/] e ,,,,c ,e | [a,,,e/4] ,e a/ ,,,,a ,c | \
([,c,,,e/] ,a) ,,,,,c ,,b | [,,a,,a/4] ,a a/ ,,,,a ,c |"
2;d moll;1;Menuet;August Peter;;Mandora;;3/4;"[,aa,,a1] a/ ,a ,,a ,a | ,,,,,a/ ,,a ,,,,,c ,,b ,,,,,e a | \
[,c,,a/] ,a/4 ,c a/ ,,,,a ,,,,,e ,,,,,c |"
3;d moll;2;Gigue;August Peter;;Mandora;;6/8;",a/ | [a,,,,a/] ,a a [c,,,c] ,a c | ([e,,,,a/] c) a ,,,,c c ,e | \
[a,,,,a/] ,a ,,a ,,,,,a a e |"
