Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
1;;1;Passacaglie;;;guitar;;3;"!strumdown![bcddb2] | !strumup![bccd2] !strumup![cbbd] !strumdown![cbbd] | \
[,ede2] !strumup![,ecd] ,,,b1 b | !strumup![bcdb2] !strumup![bbcd] !strumup![bbcd] | \
!strumup![bcddb2] !strumup![dedbb1] (,c ,b) ,,,,b | \
!strumup![ebbbd2] !strumup![bcbde1] (,,,,d ,,,,b) ,,b |";italiantab
2;;3;[Passacaglie];;;guitar;;3;"!strumup![ebbbd2] !strumdown![ebbbd]| !strumup![dd,,b2] (,,a/ ,,b ,,d2 ,,b/ ,,a) | \
!strumup![bbbdd2] !strumup![bbbdd] ,b1 ,c | ,e2 !strumup![dedbb3] ,c1 | \
!strumup![ebbbd2] !strumup![ebbbd1] (,d ,e) b |";italiantab
3;;5;[Passacaglie];;;guitar;;3;"!strumup![bbbdd2] ,,d1 ,b | !strumup![bcddb1] ,,,b !strumup![bbcd2] !strumdown![bbcd] | \
!strumup![bcddb2] !strumup![dbdc] (,,b1 ,,a) | \
!strumup![bbbdd1] ,,,,b !strumup![,b,cd2] !strumdown![,b,cd] | \
!strumup![bbbdd2] !strumup![,edf1] !strumdown![,edf] \
!strumup![,dbd] !strumdown![,edf] |";italiantab
4;;7;[Passacaglie];;;guitar;;3;"!strumup![dedbb2] !strumdown![ebbbd] | \
!strumup![bdddb2] !strumup![bbbdd] !strumdown![dd,,b] | \
!strumup![ebbbd2] !strumup![bbbdd] !strumdown![bbbdd] | \
!strumup![dedbb2] !strumup![bdddb3] !strumdown![bdddb1] | \
!strumup![dedebb2] (,,,d/ ,,,b ,,,a) ,,,,d ,,,a \
(,,,,d ,,,,b ,,,,a) |";italiantab
5;;9;[Passacaglie];;;guitar;;3;"!strumup![dd,bd2] !strumdown![dd,bd] | \
!strumup![dd,bd2] !strumup![dd,,b] !strumdown![dd,,b] | \
!strumup![bbbdd2] !strumup![bbbdd] !strumdown![bbbdd] | \
!strumup![bbbdd2] !strumup![bbcd] !strumdown![bbcd] | \
!strumup![bcddb2] !strumup![bdddb1] ,e b d | \
!strumup![ebbbd2] !strumup![ebbbd3] e1 |";italiantab
6;;11;[Passacaglie];;;guitar;;3;"!strumup![bdddb2] !strumdown![bdddb] | \
!strumup![bcddb2] !strumup![bbcd] !strumdown![bbcd] | \
!strumup![bdddb2] !strumup![bdc] !strumdown![bdc] | \
!strumup![dedbb2] !strumup![bbcd] !strumdown![bbcd] | \
!strumup![bdddb1] (,,d ,,c ,,a) !strumup![bbbcdd2] | \
!strumup![bbbdd1] (,,,f ,,,d) ,e !strumup![bdc2] |";italiantab
7;;13;[Passacaglie];;;guitar;;3;"!strumup![dd,,b2] !strumdown![dd,,b] | \
!strumup![bdc2] !strumup![bd,,c] !strumdown![bd,,c] | \
!strumup![dd,bd2] !strumup![db,b] !strumdown![db,b] | \
!strumup![db,b2] [ghfa3] f1 | !strumup![fdda2] !strumup![ddaa] !strumdown![ddaa] | \
!strumup![fgfha2] !strumup![bbcd] !strumdown![bbdc] | \
!strumup![bcddb2] !strumup![fdfe] !strumdown![gddf] |";italiantab
8;;15;[Passacaglie];;;guitar;;3;"!strumup![bbcd2] !strumdown![bbcd] | \
!strumup![bbcd2] !strumup![dbdc] !strumdown![dbdc] | \
!strumup![bbca2] !strumup![bbaa] (,,c1 ,,d) | \
!strumup![bbca2] !strumup![,b,cd2] ,,,c1 !strumdown![,b,cd] | \
!strumup![bbcdd2] !strumup![bb,,c] !strumdown![bb,,c] | \
!strumup![,b,cd2] !strumup![,bcc1] (d b a) |";italiantab
9;;17;[Passacaglie];;;guitar;;3;"!strumup![bdc2] !strumdown![bdc] | \
!strumup![bdc2] !strumup![,b,cd] !strumdown![,b,cd] | \
!strumup![,dc,b2] !strumup![,dc,b] a | [b,,a2] [dd,c] ,c | \
!strumup![bdc2] !strumup![bbca3] !strumdown![,,bcd1] | \
!strumup![,bcc2] [,ddd] ,,c1 ,b |";italiantab
10;;19;[Passacaglie];;;guitar;;3;"!strumup![,b,cd2] !strumdown![,b,cd] | \
!strumup![dd,,c2] !strumup![dd,,c] (b1 d) | \
[bb,,a2] !strumup![abac] (,,,d1 ,,,c) | \
!strumup![bbaa2] !strumup![baaa3] a1 | \
!strumup![,b,cd2] !strumup![,dc,c] ,,b1 a | \
!strumup![,bcc2] [dd,c] ,c1 f |";italiantab
