Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
1;;1;Passacalli sopra la +;Francesco Corbetta;;guitar;;;;italian5tab
2;;1;Passacalli sopra l' A;Francesco Corbetta;;guitar;;;;italian5tab
3;;2;Passacalli sopra il B;Francesco Corbetta;;guitar;;;;italian5tab
4;;2;Passacalli sopra il C;Francesco Corbetta;;guitar;;;;italian5tab
5;;3;Passacalli sopra il D;Francesco Corbetta;;guitar;;;;italian5tab
6;;3;Passacalli sopra il E;Francesco Corbetta;;guitar;;;;italian5tab
7;;4;Passacalli sopra l'F;Francesco Corbetta;;guitar;;;;italian5tab
8;;4;Passacalli sopra il G;Francesco Corbetta;;guitar;;;;italian5tab
9;;5;Passacalli sopra l'H;Francesco Corbetta;;guitar;;;;italian5tab
10;;5;Passacalli sopra l'I;Francesco Corbetta;;guitar;;;;italian5tab
11;;6;Passacalli sopra il K;Francesco Corbetta;;guitar;;;;italian5tab
12;;6;Passacalli sopra l'L;Francesco Corbetta;;guitar;;;;italian5tab
13;;7;Passacalli sopra l'M;Francesco Corbetta;;guitar;;;;italian5tab
14;;7;Passacalli sopra l'N;Francesco Corbetta;;guitar;;;;italian5tab
15;;8;Passacalli sopra l'O;Francesco Corbetta;;guitar;;;;italian5tab
16;;8;Passacalli sopra il P;Francesco Corbetta;;guitar;;;;italian5tab
17;;9;Passacalli sopra il Q;Francesco Corbetta;;guitar;;;;italian5tab
18;;9;Passacalli sopra l'R;Francesco Corbetta;;guitar;;;;italian5tab
19;;10;Passacalli sopra l'S;Francesco Corbetta;;guitar;;;;italian5tab
20;;10;Passacalli sopra il T;Francesco Corbetta;;guitar;;;;italian5tab
21;;11;Passacalli sopra l'V;Francesco Corbetta;;guitar;;;;italian5tab
22;;11;Passacalli sopra l'X;Francesco Corbetta;;guitar;;;;italian5tab
23;;12;Passacalli sopra il Y;Francesco Corbetta;;guitar;;;;italian5tab
24;;12;Passacalli sopra il Z;Francesco Corbetta;;guitar;;;;italian5tab
25;;13;Ciaccona sopra l'A;Francesco Corbetta;;guitar;;;;italian5tab
26;;14;Chiaccona sopra il B;Francesco Corbetta;;guitar;;;;italian5tab
27;;15;Chiaccona sopra il C;Francesco Corbetta;;guitar;;;;italian5tab
28;;16;Chiaccona sopra il G;Francesco Corbetta;;guitar;;;;italian5tab
29;;17;Folia sopra il D;Francesco Corbetta;;guitar;;;;italian5tab
30;;18;Folia sopra l'E;Francesco Corbetta;;guitar;;;;italian5tab
31;;19;Folia sopra l'O;Francesco Corbetta;;guitar;;;;italian5tab
32;;20;Folia sopra l'X;Francesco Corbetta;;guitar;;;;italian5tab
33;;21;Folia sopra la +;Francesco Corbetta;;guitar;;;;italian5tab
34;;22;Spagnoletto sopra l'O;Francesco Corbetta;;guitar;Conc_4501;;;italian5tab
35;;23;Spagnoleto sopra il D;Francesco Corbetta;;guitar;;;;italian5tab
36;;24;Spagnoletto sopra l'E;Francesco Corbetta;;guitar;;;;italian5tab
37;;25;Spagnoletto sopra la +;Francesco Corbetta;;guitar;;;;italian5tab
38;;26;Rugiero sopra l'A;Francesco Corbetta;;guitar;;;;italian5tab
