Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
1a;;1;Trompette Tambour de France et de Suisse, Les Mesmes en Contrepartie, faict sur la prise de Mastricht;;;guitar;;3;",,a1 | !strumdown![,a,ad1] !strumup![,b,ad] !strumup![,b,ad] | \
!strumdown![,b,ad/] (,a ,b ,d ,b ,a) | \
!strumdown![,b,ad1] !strumup![,b,cd1] !strumup![,b,cd] | \
!strumdown![,b,cd/] (,,,a ,,,c ,,,d ,,,c ,,,a) |";french5tab
1b;;2;Tambour de France;;;guitar;;C;"!strumdown![,b,cd/] !strumup![,b,cd] !strumdown![,b,cd] !strumup![,b,cd] | \
!strumdown!X[,b,cd2] !strumdown![,b,cd/4] (,a ,b ,d ,b ,a ,b ,d) | \
!strumdown![,b,cd/4] (,,,a ,,,c ,,,d ,,,c ,,,a ,,,c ,,,d) \
!strumdown![,b,cd/]";french5tab
1c;;3;Tambour de Suisse;;;guitar;;3;"!strumdown![ddeff1] !strumdown![ddeff] !strumdown![ddeff/] !strumup!,f | \
!strumdown![bdc/4] (a b d b a b d) !strumdown![bdc/] !strumup!d | \
!strumdown![fgfdd1] !strumdown![fgfdd/] \
!strumup!d !strumdown![fgh] !strumup!h |";french5tab
2;;4;Fanfare la mesme en Contrepartie;;;guitar;;3;"!strumdown![,b,cd1] !strumup![,b,cd3/2] !strumup!b/ | \
!strumdown![db,cd3/2] !strumup!b/ !strumdown![,b,cd1] | \
!strumdown![fgfdd1] !strumup![fgddd3/2] !strumup![fgfdd/] | \
!strumdown![dgffd1] !strumup!,f !strumup!,f | \
!strumdown![,fcd1] !strumup![,dcd3/2] !strumup![,dcd/] | \
!strumdown![,dac1] !strumup![,b,c] !strumdown![,acd] |";french5tab
3;;5;Autre Fanfare La Mesme en Contrepartie;;;guitar;;3;"!strumdown![,b,cd1] !strumup!b !strumdown!d | \
!strumdown![ifffh1] !strumdown![dfffd] !strumup!f | \
!strumdown!X[ddedd3/2] ,g/ !strumdown![dfffd1] | \
!strumdown![ddeff1] !strumup![ddeff] !strumup![ddeff] | \
!strumdown![bdc3/2] !strumup!a/ !strumdown!b1 | \
!strumdown![,b,cd3/2] !strumup![,b,cd/] !strumdown![cbca1] |";french5tab
4;;6;Sarabande le depart du Roy La nMesme en Contrepartie;;;guitar;;3;"!strumdown![cdeec1] !strumup!a !strumdown!c | \
!strumdown![,aaac3/2] !strumup!,c/ !strumdown!,d1 | \
!strumdown![,dcc1] !strumup!X,c !strumup!d | \
!strumdown!X[cdc3] | !strumdown![,,,cc1] !strumup![,,,cc] !strumup!,,b | \
!strumdown![acdcb2] !strumdown![cdecc] \
!strumdown![cceec3/2] (,,e/4 ,,d) |";french5tab
5;;7;Passacaille;;;guitar;;3;"!strumdown![cdeec3/2] !strumup![cdeec/] | \
!strumdown![cceee1] !strumdown!X,,c3/2 !strumup!,e/ | \
!strumdown![,,,cc1] !strumdown![,,bcc3/2] !strumup!,c/ | \
!strumdown![cc(dcc/] '[,,e)/] !strumdown![cceec3/2] (,,e/4 ,,d) | \
,,,,c1 || !strumdown![cdeec3/2] !strumup![efecc/] | \
!strumdown![fccce1] !strumdown![efecc3/2] !strumup![ceeec/] |";french5tab
6;;8;La Dauphine Sarabande La mesme en Contrepartie;;;guitar;;3;"!strumdown![bdc1] !strumup![bdc3/2] !strumup!d/ | \
!strumdown![fgh1] !strumdown![ffgff3/2] l/ | \
(!strumdown![bda/] d) !strumdown![acc3/2] !strumup!d/ | \
!strumdown![bdc1] !strumdown![bdc/] !strumup!,,d/ !strumdown![,bdcd] ,,,,a | \
!strumdown![,dc,b1] !strumdown!X[,da,b3/2] a/ |";french5tab
7;;9;Gigue cherie du Roy la Mesme en Contrepartie;;;guitar;;3;",,,a1 !strumdown![bdc] !strumup!d | !strumdown![fgh1] !strumup![fgh] !strumdown![fgh] | \
l1 ,,,i ,i | X[kl1] ,,,,a [kl] | f1 [,f,,e] d | \
[bf,a1] (,f/ ,d) [a,,,d1] |";french5tab
8;;10;Prelude du Concert en é mi la, La mesme en Contrepartie;;;guitar;;C;"!strumdown!X[,,,cc2] !strumdown![,,,cc3/2] !strumup![,ece/] | \
!strumdown![,ece2] !strumdown![,ece3/2] !strumup![,fef/] | \
!strumdown![,fef2] !strumdown![,fef3/2] !strumup![,b,cd/] | \
!strumdown![,b,cd2] !strumdown![,b,cd/] (,,,,d ,,,,c ,,,,a) | \
!strumdown![ceeec2] !strumdown![ceeec3/2] !strumup![dd,,c/] |";french5tab
