Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
;;;Cantiones iam quaedam sequuntur sacrae:;;;;;;;
1;;426;O salutaris hostia;;;cittern;;;;french4tab
2;;427;Reich und arm sollen frölich sein;;;cittern;;;;french4tab
3;;428;Salve corpus;;;cittern;;;;french4tab
4;;429;O gloriosa domina;;;cittern;;;;french4tab
5;;430;Lytania B. M. Virginis;;;cittern;;;;french4tab
6;;431;Simile est regnum coelorum;;;cittern;;;;french4tab
7;;432;Jesu dulcis memoria;;;cittern;;;;french4tab
;;;Hernach volgen allerhandt teütsche Gesängli, Däntz, Gassenhgauwer und sonst kurzweilige stikhli:;;;;;;;
8;;434;Eß wolt ein Meidtlin holen kielen Win;;;cittern;;;;french4tab
9;;435;Proportio oder de Galliarda daruf;;;cittern;;;;french4tab
10;;435;Salve mi puella. Dantz;;;cittern;;;;french4tab
11;;436;Alte Wiber und satan. Ein Dantz;;;cittern;;;;french4tab
12;;436;Nachdantz;;;cittern;;;;french4tab
13;;436;Nachdantz;;;cittern;;;;french4tab
14;;437;Teitscher Dantz;;;cittern;;;;french4tab
15;;437;Nachdantz;;;cittern;;;;french4tab
16;;438;Chy passa per questa strada;;;cittern;;;;french4tab
17;;438;Salve mi puella alio modo;;Title on previous page;cittern;;;;french4tab
18;;439;Studentendantz;;;cittern;;;;french4tab
19;;439;Nachdantz;;"End on bottom p. 440; Ubriger halb Theil wie im Studenten Dantz";cittern;;;;french4tab
20;;440;Galliarda;;;cittern;;;;french4tab
21;;440;Der Marti gieng den Schachen auf. Dantz;;;cittern;;;;french4tab
22;;441;So winsch ich ire ein gute Nacht;;;cittern;;;;french4tab
23;;441;Was wöln wir uf den Abend thun. Dantz;;;cittern;;;;french4tab
24;;442;Weiß mir ein Bliemlein ist hipsch und fein;;;cittern;;;;french4tab
25;;442;Gassenhauwer;;;cittern;;;;french4tab
26;;443;Giggeler wilt nit kreihen;;;cittern;;;;french4tab
27;;443;Kutz, biß mich nitt;;;cittern;;;;french4tab
28;;444;Von Wilhelm Dellen das Lied;;cf. Wilhelmus von Nassauen;cittern;;;;french4tab
