Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
;;;"Concordances from: Monica Hall (web) - Francesco Corbetta - The Best of All /b
A study of his life and works (revised 2020)";;;;;;;
1;;7;Toccata;Francesco Corbetta;;guitar;;C;"!strumup![bbbdd/] ,,,,d ,,,d ,,b ,b b ,b ,,b | \
,,,c ,,d ,b d ,b/4 ,,d ""T"",,b1 ,,a/ | \
,,,d ,,b ,b b ,,,d ""T"",,,b1 ,,,a/ |";italian5tab
2;;8;Principio de Passacagli con Chiacone à Cart;Francesco Corbetta;;guitar;Conc_5504;3;"!strumup![bbbdd3/2] !strumdown!,c/ | \
!strumup!,c1 [bbcbd3/2] ,e/ | \
!strumup![bcddb1] !strumup![bcddb3/2] !strumdown!d/ | \
!strumup![ebbd1] !strumup![,d,ef] ""T""!strumdown!,,,c | \
!strumup![bbbdd] :||: !strumup![bbbdd] !strumdown!,d | \
!strumup![deffd] !strumup![deffd] !strumdown!f |";italian5tab
3;;10;Sop[ra] M;Francesco Corbetta;;guitar;Conc_5506;3;"(e/ d b) ,e | !strumup![bdddb1] (d/ b) (,e ,d) | \
[bcddb] (,,,,d/ ,,,,b) !strumup![ebb] d b ,e !strumup![eggge] !strumdown![dfffd] | \
!strumup![dedbb1] :||:";italian5tab
4;;12;Sop[ra] L;Francesco Corbetta;;guitar;Conc_5501;3;"!strumup![bbcd1] ,,a/ ,,c | !strumup![bdddb] !strumup![dbdc] b/ d | \
!strumup![bbbdd1] !strumup![bbbdd] ,,,b/ ,,,d | \
!strumup![daa1] !strumup![dba] ""T"",a | \
!strumup![deffd1] :||: !strumup![gddde/] (,g ,i) f |";italian5tab
5;;14;Sop[ra] H;Francesco Corbetta;;guitar;Conc_5479;3;",,,,b/ (d b) ,e | !strumup![bdddb1] !strumup![bbcd] ,b/ ,d | \
!strumup![,d,bd1] !strumup![,d,bd/] ,,c ,,a ,,c | \
!strumup![,ddb1] !strumup![bbdd] ,,d/ ,,c | \
!strumup![bdddb1] :||:";italian5tab
6;;16;Sop[ra] O;Francesco Corbetta;;guitar;Conc_5499;3;"!strumup![dd,,b] !strumdown![dd,,b] | \
!strumup![dd,da1] !strumup![dd,dc] (,,,b/ ,,,a) | \
!strumup![dd,bd1] !strumup![dd,bd] (,,,,b/ ,,,,a) | \
!strumup![dd,,b1] !strumup![fgf] (d/ ""T""c) | \
!strumup![dd,,b] :||: !strumup![dddff] d/ f |";italian5tab
7;;18;Sop[ra] G;Francesco Corbetta;;guitar;Conc_5503;3;"!strumup![bbcdd1] (,b/ ,d) | \
!strumup![,b,cd1] !strumup![,bcc] (b/ a) | \
!strumup![bdddb1] (,d/4 ,b) (,,d ,,c ,,a) (,,,d ,,,c ,,,a) | \
!strumup![,b,cd1] !strumup![,,aab] ,,,,d/ ""T"",,,,b | \
!strumup![bbcdd1] :||:";italian5tab
8;;20;Sop[ra] E;Francesco Corbetta;;guitar;Conc_5454;3;"!strumup![fgh1] !strumup!g | \
!strumup![ggh1] !strumup![gff] ""T""f | \
!strumup![fdd1] !strumup![figf] f | \
!strumup![fgh1] !strumup![ffh] ""T"" ,,g | \
X[,,ha] :||: !strumup![bdc1] !strumup!,,d | \
!strumup!,,d1 !strumup![,d,ef] ""T"",,c | \
!strumup![,dc,b1] !strumup![,da,b] !strumdown![,da,b] |";italian5tab
9;;22;Sop[ra] B;Francesco Corbetta;;guitar;Conc_5500;3;"!strumup![,b,cd1] b | !strumup![,b,cd1] !strumup!,,d (,,c/ ,,a) | \
!strumup![,bcd1] !strumup![,dcd] (,,,c/ ,,,a) | \
!strumup![,d,c/] ,b ""T""!strumup![,aaa1] ,,,,a/ ,a | \
!strumup![,b,cd1] :||: ,,,,d/ ,d a b |";italian5tab
