Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
18;;29;Air:;;;Guitar/Mandora?;;C;"[,,c,a1] [aab] V[,bc,a] ',,a | ,,,d3/4 ,d/4 ,,a/ b [ab,,d2] | \
V[d,a1] [f,,d] V[bd,a] [ab,,d] | '[,ba3/2] ,a/ [ab,,d2] :||:";french5tab
19;;30;sans titre;;;Guitar/Mandora?;;3/4;",,,,a/ ,,c ,b ,,c ,,,,a ,b | ,,b/ ,a a ,a ,,b a | \
,,,,a/ ,,c ,b ,,c ,,,,a ,b | '[,a,c2] ,,c1 :||:";french5tab
20;;31;Air:;;;Guitar/Mandora?;;C;"a1 | '[,b,,a3/2] ,a/ ,b1 ,d | [,a,c3] a1 | ,,c1 ,d ,a a | \
V[,b,,a1] ,,c ,,,,a a | V[b,,a3/2] d/ 'b1 a |";french5tab
21;;33;Air:;;;Guitar/Mandora?;;3/4;",,,c1 | [,,c,a3/2] ,a/ ,,c1 | ',,b1 ,,,c ,d | \
[,d,,c3/2] a/ ,a1 | V[,b,,a1] ,,c a | [a,,,d1] ',b b | \
[,d,,c1] ',a a |";french5tab
22;;35;Gig:;;;Guitar/Mandora?;;3/4;"[,,c,a2] ,a1 | '[,b,,a3/2] ,a/ ,,c1 | a3/2 c/ e1 | \
f1 ,,,,a [d,,,c] | [a,,,d3/2] b/ d1 | [,d,,c1] a [,b,,a] | \
'[,aa3/2] ,,c/ ,,a1 |";french5tab
23;;36;Tu parle du Mal:;;;Guitar/Mandora?;;C;"[,,c,a1] ,,c/ ,a | V[,b,,a1] ,,c V[b,,a] [,da] | \
[ab,,d2] a1 V[,b,,c] | V[b,,d1] [a,,,d] '[,da3/2] ,b/ | \
[,ba,d2] :||: ,,,c1 [,,c,a] |";french5tab
24;;37;Ouverture de Friderichs Holm;;;Guitar/Mandora?;;C;"[,dca3/2] ,d/ [f,,,e3/4] f/4 (d/ f) | \
V[bd,a3/2] ,,,,a/ ,,,a3/4 ,,,a/4 ,,,,d/ ,,,a | \
[dd,,b3/2] b/ ',a3/4 b/4 'a/ ,d |";french5tab
25;;39;Air:;;;Guitar/Mandora?;;3/4;"[,d,a1] [f,,,e3/2] d/ | '[b,,a3/2] a/ ,d1 | \
Vg/ f 'd3/2 b/ | '[a,,,a2] a1 | [f,,d1] 'b3/2 a/ | \
[,d,,Vb3/2] a/ V[b,,,a1] |";french5tab
26;;40;Allegro:;;;Guitar/Mandora?;;3/4;"[,d,a/] a b1 d | [a,,,e1] Xf2 | [d,,,b/] b a b ,d a | \
'[,c,,a3/2] ,a/ ,,c1 | ,,c/ ,b ,,c ,b ,,a ,b |";french5tab
27;;41;Gavott:;;;Guitar/Mandora?;;C;"[f,,a1] ,d [,cc,a] ,d | [a,a3/4] d/4 'b/ a V[b,,a1] a/ ,d | \
[,,ca1] V,,d ',,c/ ,,a ,,,d ,,a | [,,a,b3/2] ,,c/ [,,c,a2] :||:";french5tab
28;;42;Gigue:;;;Guitar/Mandora?;;3/8;"[f,,a3/4] d/4 f/ | [,d,,b3/4] a/4 b/ | [a,a3/4] b/4 ,d/ | \
'[,c,,a3/4] ,,d/4 ,,c/ | [f,,a3/4] d/4 f/ | \
V[b,,a3/4] a/4 ,d/ |";french5tab
29;;43;Menuet:;;pp. 44-48 empty;Guitar/Mandora?;;3/4;"[f,,a/] g f1 d/ b | 'a2 ,d1 | [a,a1] [,c,c] [,d,a] | \
[a,,,a/] ,d a b d a | [f,,a/] g f1 d/ b |";french5tab
30;;49;Ouverture:;;;Guitar/Mandora?;;C;"V[bd,a3/2] b/ Vd3/2 f/ | [ff,,e2] y/ d 'b a | \
V[b,,a3/2] ,d/ a3/2 a/ | [aab2] y/ ,a ,c ,d | \
'[,c,,a3/2] ,c/ V[d,a1] [a,,c] |";french5tab
31;;51;Saraband:;;;Guitar/Mandora?;;3/4;"[f,,a3/2] f/ [a,,,e1] | V[b,,a3/2] b/ [,c,,a1] | \
[,d,,Vb3/2] ,d/ a1 | '[,c,,a2] ,,c1 | [f,,d3/2] f/ [a,,,e1] | \
V[b,,a3/2] ,,c/ ,d1 | [,da3/2] a/ '[,c,,a1] |";french5tab
32;;53;Chacconn:;;;Guitar/Mandora?;;3/4;"V[b,,a1] ,d3/4 a/4 b1 | [a,,,d1] ,,c a | [,d,,Vb1] ,d [a,a3/4] ,d/4 | \
'[,c,,a3/2] ,a/ ,,c1 | V[b,,a1] ,d3/4 a/4 b1 |";french5tab
33;;55;Air:;;;Guitar/Mandora?;;3/4;"[,,ca1] [,,c,d] [,d,,b] | '[,c,,a3/2] ,d/ a1 | \
V[b,,a1] [a,,,d] [,d,,b] | [a,,,a3/4] ,d/4 ',c/ ,a ,,c1 | \
V[b,,a1] '[a,,,d] [,d,,b] |";french5tab
34;;56;Gavott:;;;Guitar/Mandora?;;C;"V[,d,a3/4] a/4 Vb/ d Vf1 [a,,,e] | ,,,a3/4 d/4 'b/ a [accc] ,,a | \
V[,,c,a3/4] ,a/4 V,b/ ,,c [,d,a1] [,b,,a] |";french5tab
35;;57;Que mon martire:;;;Guitar/Mandora?;ConcR5223;3/4;"[,d,a1] '[,c,,a3/2] ,d/ | [accc1] y2 | V[bdca1] [,d,,Vb3/2] a/ | \
'[,c,,a3/2] ,,,,c/ V,,,,e ,,,,a | [,d,a1] '[,c,,a3/2] ,d/ |";french5tab
36;;58;i autres Air:;;;Guitar/Mandora?;;3/4;"V[bd,a1] '[,cac3/2] ,c/ | V[,d,a1] ,,c ,,,,d | \
[,d,,Vb3/4] ,,c/4 ',,a3/2 ,,c/ | [,,c,a3/2] ,,a/ ,,,d ,,,c | \
V[bd,a1] '[,cac3/2] ,c/ | V[,d,a1] ,,c ,,,,d |";french5tab
37;;59;Air:;;;Guitar/Mandora?;;C;"[cdca1] 'a3/4 ,d/4 [a,,,a1] f3/4 ,c/4 | V[,d,,c1] ,,b/ a '[,c,,a2] | \
[fhh3/2] f/ V[h,a3/4] f/4 'd/ c | '[a,,,a3/2] ,c/ V[,d,a2] :||:";french5tab
38;;60;Gavott:;;;Guitar/Mandora?;;C;"[,d,a1] [f,,,e] | [c,,a1] V[d,a] '[a,,,a] f3/4 d/4 | \
'[c,,a1] ,d [ac,,a] ',c | ,,,,c/ ,d ,,a a '[a,,,a3/2] ,d/4 a | \
[,d,a2] :||:";french5tab
39;;61;Marsch de Granadier:;;;Guitar/Mandora?;;C;"[,dca2] ,d | [,dca2] ',c1 ,a | [,,ca3] V,d1 | [,d,a1] ,,c [,,c,a] [,d,,c] | \
'[,c,,a3/2] ,a/ ,,c ,a ,c ,d | [a,b2] a |";french5tab
40;;63;Sonate: Adagio:;;;Guitar/Mandora?;;C;"V[bd,a3/2] f/ [,dd,b1] y/4 b 'a ,d | '[,c,,a/] ,,c ,,,d ,,,c [,d,d] ,,c [a,,,e] ,,c | \
V[bd,a1] y/4 b 'a ,d";french5tab
41;;65;Allemand:;;;Guitar/Mandora?;;C;"V[,d,a/] ,,c ,d b [a,,,e] f a ,,c | \
[,d,a3/4] b/4 'a/ ,d '[,c,,a] ,,,c ,,c ',,a | ,,,d/ ,,c ,d ,b";french5tab
42;;67;Corrente:;;;Guitar/Mandora?;;3/4;",d/ | [,d,a3/4] ,,c/4 ,d3/4 b/4 'a/ ,d | \
'[,c,,a3/4] a/4 ,,c/ ,,a ,,,d ,,,c | ,,,d/ ,d '[,c,,a3/2] ,d/ |";french5tab
43a;;69;Saraband: Largo:;;;Guitar/Mandora?;;3/2;"V[bd,a2] [a,,,e] [,d,a1] a | '[,c,,a2] [f,,d] [d,,c] | \
V[bd,a3] a1 Vb3/2 d/ | '[a,,,a4] [,d,a2] | \
V[bd,a2] [a,,,e] [,d,a1] a |";french5tab
43b;;71;Vivace:;;;Guitar/Mandora?;;3/4;",,,a1 ,d ',c | V,d2 ,,c1 | ,,,a1 b 'a Vb2 a1 | ,,,a1 f ,c | \
[,d,d1] [a,,c] [b,,a] | [ac,,e3/2] b/ ,d a |";french5tab
43c;;73;Allegro:;;;Guitar/Mandora?;;C;",d/ ,,c a ,,c b ,,c d ,,c | \
[f,,d/] (d/4 b) (a b) a ,d ([,c,,a] ,d) (,c ,a) ,,c/ ,,a |";french5tab
44;;75;Allemand:;;;Guitar/Mandora?;;C;",d1 | [,dca3] 'a1 | V[b,,a3/2] ,d/ ',b3/2 ,,d/ | \
',,c/ ,,a ,,c ,,,d Xf3/2 f/ | [f,,d3/2] (f/4 d) 'd3/2 (b/4 a) |";french5tab
45;;77;Air:;;;Guitar/Mandora?;;3/4;"[,,ca1] ,d ',b3/4 ,,d/4 | ',,c1 ,,,d b | '[a,a3/2] b/ 'a ,d | \
'[,c,,a1] ,,c/ ,,a f1 | '[d,a3/2] b/ '[a,,,a1] |";french5tab
46;;79;Passacaille:;;;Guitar/Mandora?;;3/4;"[,dca1] ,,,a ,d | V[bac3/4] ,d/4 ',b/ ,,d [,,cd1] | \
[,da3/4] a/4 '[,cc,a3/2] ,d/ | [,dca1] ,,,a ,d | \
[,bac3/4] ,d/4 ',b/ ,,d [,,cd1] |";french5tab
47a;;81;Folie de Espagne:;;;Guitar/Mandora?;;3/4;"V[bd,a1] [bd,a3/2] b/ | [ac,,a1] a [ac,,a] | V[,d,a1] ',d ,,f/4 ,d | \
a1 [ab,,d3/2] a/ | V[b,,d1] Xb3/2 d/ | [ab,,d1] a [ab,,d] |";french5tab
47b;;81;Variatio:;;;Guitar/Mandora?;;3/4;"[,d,a3/4] ,c/4 V,d3/4 a/4 ,d/ a | '[,c,,a3/4] ,a/4 ,c3/4 ,d/4 ,c/ a | \
[,d,a3/4] ,c/4 V,d3/4 a/4 ,d/ b |";french5tab
47c;;83;Variatio:;;;Guitar/Mandora?;;3/4;"V,d1 ,,,a a | ',c1 ,,,,a ,c | V,d1 ,,,a ,d | 'a1 ,,,,d a | \
Vb1 ,,,d b | 'a1 ,,,,d a | ,d1 ,,,,b a |";french5tab
47d;;84;Variatio:;;;Guitar/Mandora?;;3/4;"V,d1 ,,,a3/4 b/4 'a/ ,d | ',c1 ,,,,a ,c | V,d1 ,,,a3/4 b/4 'a/ ,d | \
'a1 ,,,,d3/4 a/4 b/ d |";french5tab
47e;;85;Variatio:;;;Guitar/Mandora?;;3/4;",,,a/ ,d b ,d ,,,a b | ,,,,a/ ,c a ,c ,,,,a a | \
,,,a/ ,d b ,d ,,,a b |";french5tab
47f;;86;Variatio:;;;Guitar/Mandora?;;3/4;"[,d,a3/4] ,c/4 ,d/ a ,d a | ,,c/ ,,a ,,,d ,,,c ,,,a1 | \
[,d,a3/4] ,c/4 ,d/ a ,d ,b | 'a/ ,,d ,,c ,,a ,,,d1 |";french5tab
47g;;87;Variatio:;;;Guitar/Mandora?;;3/4;"[,d,a/] ,,,c ,,,a ,,,c ,,,d ,,a | [,cc/] ,,d ,,c ,,a ,,,d ,,,c | \
[,d,a/] ,,,c ,,,a ,,,c ,,,d ,,a |";french5tab
47h;;88;Variatio:;;;Guitar/Mandora?;;3/4;"[bd,a1] [bd,a] [bd,a] | [ac,,a1] [ac,,a] [ac,,a] | \
[bd,a1] [bd,a] [bd,a] | [ab,,d1] [ab,,d] [ab,,d] | \
[bb,d1] [bb,d] [bb,d] | [ab,,d1] [ab,,d] [ab,,d] |";french5tab
47i;;89;Variatio:;;p. 90 empty;Guitar/Mandora?;;3/4;"[,dca1] ,d [,d,d] | [,cc,a1] ,c [,c,c] | [,dca1] ,d [,d,d] | \
[ab,,d1] a [aba] | [bb,d1] b [bbc] | [ab,,d1] a [aba] |";french5tab
48;;91;Air:;;;Guitar/Mandora?;Conc_4158;C;"V[,d,a1] ,,c [,d,,Vb] a | '[a,a3/2] ,d/ [,c,,a1] ,d | \
[a,c1] V[b,,a] [,d,d] [a,a] | '[,c,,a3/2] ,d/ [,d,a2] :||:";french5tab
49;;93;Air:;;;Guitar/Mandora?;;C;",,c1 | [,d,a3/2] ,d/ '[,c,c3/2] a/ | V[b,,a3] b1 | \
[a,a3/2] b/ 'a3/2 ,d/ | '[,c,,a3] ,,c1 | ,,,d1 ,,a ,,c ,,d |";french5tab
50;;95;Marsch:;;;Guitar/Mandora?;;C;",,c1 | V[,d,a1] [ac,,a] [cd,a3/2] ,,c/ | V[,d,a1] [ac,,a] [cd,a2] | \
[cd,a3/4] a/4 c/ d '[c,,a] 'a3/4 ,d/4 | \
[a,,,a1] ',c V[,d,a] [a,,,a] |";french5tab
51;;96;Menuet:;;pp. 97-100 empty;Guitar/Mandora?;;3/4;"V[c,,a1] 'a ,d | V[d,a2] [c,,a1] | Vd1 '[a,,,a2] | \
[,d,a/] ,c ,d a ,d1 | V[c,,a1] 'a ,d | V[d,a2] [c,,a1] | \
Vd1 '[a,,,a3/2] ,d/ |";french5tab
52;;101;Ouverture:;;;Guitar/Mandora?;;C;"[df,,d3/2] d/ '[a,,,d1] ',b | [f,,d3/2] f/ 'd1 b | \
[da,c3/2] d/ d1 Vf/ a | V[b,,a1] ,,,,d ,,,,c3/4 d/4 'b/ a |";french5tab
53;;103;Air: en Eccho:;;;Guitar/Mandora?;;C;"[,ba,d1] ',b [,da,c] ,,a | V[,bc,a3/4] a/4 ,d/ ,b '[,aa2] | \
[,ba,d1] ',b [,da,c] ,,a | V[,bc,a3/4] a/4 ,d/ ,b '[,aa2] |";french5tab
54;;105;Passacaille:;;;Guitar/Mandora?;;3/4;"[,,acd1] [,,c,a] [,aa,c] | V[,bc,a3/4] a/4 ,d/ ,b '[,aa1] | \
V[,bac1] ,b [,b,d/] ,d | '[,ba3/2] ,a/ [,b,cd1] :||: \
[,,acd1] V,b V,d |";french5tab
55;;106;Pour quoy Mon Coeur:;;;Guitar/Mandora?;;3/4;",b1 | [ab,,d3/4] ,,,,c/4 ',,,,a/ ,,a V[b,,d1] | '[,da3] | \
V[,bc,a1] ,b/ a ,d ,b | '[,aa3/2] ,,c/ ',,a ,,,d | \
V[,b,c3/4] ,d/4 ',b/ ,a ,b ,,a |";french5tab
56;;107;Chacconne de Gallatée:;;;Guitar/Mandora?;;3/4;"y1 [,b,cd3/2] b/ | V[d,,,c1] X,d3/2 d/ | V[,b,,a1] X,b3/2 ,d/ | \
'[,aa3/2] (,,c/ ,,a1) | y1 [,b,cd3/2] b/ | \
V[d,,,c1] X,d3/2 d/ |";french5tab
57a;;109;Sonata: Adagio:;;duet;Guitar/Mandora?;;C;"[db,,d1] b/ a [aXb,,d3/2] Vb/ | V,d3/2 ,d/ V[,b,,d1] ,,a | \
'[,,a,d3/2] ,,a/ V,,c1 ,a/ ,,c | X[,,ca3/2] ,,c/ ,a1 ,,,d |";french5tab
57b;;110;Sonata: Adagio:;;;Guitar/Mandora?;;C;"[ab,,d1] ,d/ ,b Vd3/2 f/ | V[b,,,d1] [d,,,c] [a,,,d] ,d/ ,b | \
[ab,,d1] 'a Vc d/ f | [d,,a1] 'c V[d,a] ,,,d |";french5tab
58a;;111;Allemanda: Allegro:;;duet;Guitar/Mandora?;;C;"a/4 | [ab,,d/] ,,,a ,,,c d [d,,,c/4] ,,a ,,c ,a ,b a ,d ,b | \
[,,a/4] ,b ,d ,b ',a/ ,a";french5tab
58b;;112;Allemanda: Allegro:;;;Guitar/Mandora?;;C;",b/ | [,b,,d/] ,,,a ,,,c/4 a ,d ,b ,d ,a ,b ,d a d b a | \
[,da/4] ,b ,a ,,c ',,a/ ,d";french5tab
59a;;113;Adagio:;;duet;Guitar/Mandora?;;3/4;"[a,,,d3/4] b/4 d3/4 b/4 a/ b | '[,da2] d1 | \
V[b,,a3/4] a/4 ,d/ ,b ,d a | ',b2 ,a1 | \
V[,b,c1] d3/4 b/4 a/ b |";french5tab
59b;;114;Adagio:;;;Guitar/Mandora?;;3/4;"[db,,d3/4] b/4 a/ ,d ,b ,d | '[,aa2] ,b1 | \
[,d,a3/4] ,b/4 ,d/ a b d | '[a,,,d2] ,d1 | \
[d,,c3/4] b/4 'a/ ,d ,b ,d |";french5tab
60a;;115;Gig;;duet;Guitar/Mandora?;;6/8;"[,,a,d1] y/ [,,a,c1] y/ | [,,a,d1] y/ [,,a,d1] y/ | \
[,,a,c1] y/ d b a | [,da1] ,,,d/ [,,ac1] ,,a/ |";french5tab
60b;;116;Gig;;;Guitar/Mandora?;;6/8;"[,b,,d/] ,d a [,d,,c] a b | [a,,,d/] b d ,b ,d a | \
[,d,,c/] a b [a,,,d] ,d ,b |";french5tab
61a;;117;Menuet;;duet;Guitar/Mandora?;;3/4;"[,,a,d2] ,,a1 | V[,b,,a/] ,d a ,d ,b ,a | [,,cd1] ,d/ a b ,,c | \
,a/ ,,c ,a ,b ,d ,a |";french5tab
61b;;118;Menuet;;pp. 132-130 empty or text;Guitar/Mandora?;;3/4;"[a,,,d2] ,d1 | [a,,,a/] b d1 ,,a | V[,b,d1] ,,c ,a/ ,b | \
,d/ ,b ,d a b ,d |";french5tab
62;;131;Ouverture:;;;Guitar/Mandora?;;C;"[,bcd3/2] ,b/ [,b,c3/4] ,,a/4 ,b/ ,,d | \
[,,cd1] ,,,d3/4 ,b/4 [,b,c3/4] ,b/4 ,d a | \
V[b,,a3/2] ,,,,d/ ',,,,b3/4 f/4 'd/ b |";french5tab
63;;133;Saraband:;;;Guitar/Mandora?;;3/4;"[,,cd1] ',,a ,,,d | V[,bac3/2] ,d/ ,b1 | [,d,a1] ,d3/4 a/4 Vb/ d | \
'[a,a,d3/2] ,d/ ,b1 | [bb,,a1] (b/ a) (,d ,b) |";french5tab
64;;134;Air: en Gavotte:;;;Guitar/Mandora?;;C;"[,bcd1] ,b [,bac] ,b | V[b,,a3/4] b/4 'a/ ,d [ab,,d1] ,,,,b | \
V[b,,,a3/4] ,b/4 ,d/ ,e [,dd3/4] ,,c/4 ',,a/ ,,,d |";french5tab
65;;135;Gig:;;;Guitar/Mandora?;;3/8;"[,bcd3/4] ,,d/4 ,,c/ | [,,ac3/4] ,,c/4 ,,d/ | \
[,,cd3/4] ,,a/4 ,,,d/ | [,bac3/4] ,d/4 a/ | \
'[a,,,d1] [b,,a/] | [d,,c3/4] b/4 a/ |";french5tab
66;;136;Menuet:;;;Guitar/Mandora?;;3/4;"[,bcd1] ,,,c V[b,,a] | '[a,,,d3/2] ,d/ ',b ,,,,b | \
[b,,,a1] [d,,,b] '[a,,,d] | [b,,d3/4] a/4 b/ d b1 | \
[,bcd1] ,,,c V[b,,a] |";french5tab
67;;137;Sonata: Adagio:;;;Guitar/Mandora?;;C;"[,,cd3/4] ,,d/4 ',,a/ ,,,d V[,bac] ,,,a ,,,c/4 ,b V,d a | \
V[b,,a/] d/4 f 'd3/4 b/4 '[a,,,d/] ',b ,,,,a b/4 ,b |";french5tab
68;;139;Allemand:;;;Guitar/Mandora?;;C;"[bb,d3/4] b/4 'a/ ,d '[,b,,a] ,,c ,,,d ,b | \
[,d,,b/4] ,,c ,,d ,b ,,d ,d ',b ,,d ',,c/ ,,,d ,,,,a ,b |";french5tab
69;;141;Courente:;;;Guitar/Mandora?;;3/4;",b/ ,,c ,,,d ,b ,,c ,b | ,d/ ,,d ,,,d ,d ,,d ,d | \
a/ ,b ,,a a ,b a | b/ ,b ,,c ,b ,,,d1 |";french5tab
70;;143;Chaccon:;;;Guitar/Mandora?;;3/4;"[f,,d1] f 'd3/4 b/4 | [ab,,d1] [,b,,a] [,dd,b] | \
V,,d3/4 ,,c/4 ,,d/ ,d ',b ,,d | ',,c3/4 ,,a/4 ,,,d/ ,b V,d a |";french5tab
71;;145;Gig:;;pp. 147-244 empty or text;Guitar/Mandora?;;3/4;"[,,cd1] ,,c/ V[,b,c1] ,b/ | V[b,,a3/4] d/4 b/ '[a,,,d1] ,b/ | \
[,d,,b/4] a b/ ,,c ,,d/4 ,b ,d/ ,,a |";french5tab
72a;;245;Air Italiano:;;;Guitar/Mandora?;;C;",a1 | [aa,c2] [ca,b] | [da,c2] [cd,a] | [ab,,d2] [ab,,d1] ,,,,c | \
',,,,a1 Vd ',c a | ,,,,c1 ,e ,,,,c ',,,,a | \
[aaa3/2] ,d/ ',b1 ,a |";french5tab
72b;;247;Double:;;;Guitar/Mandora?;;C;",a/ | ,,,c/ a ,a a ,,,b c ,a c | ,,,c/ d ,a d ,,,a c ,d c | \
,,,,d/ a ,b a";french5tab
72c;;249;Double:;;;Guitar/Mandora?;;C;",a1 | [aa,c1] [aa,c] [ca,b] [ca,b] | [da,c1] [da,c] [cd,a] [cd,a] | \
[ab,,d1] [ab,,d] [ab,,d] [ab,,c] | ,,,,a1 Vd 'c a |";french5tab
73;;251;Ouverture:;;;Guitar/Mandora?;;C;"[,da,c3/2] ,d/ ',a3/4 (,,c/4 ,,a1) | [,d,e3/2] d/ a1 c | \
V[d,,c3/2] d/ [db,c3/4] d/4 'c/ a | V[cd,a3/2] a/ ,d1 ,,,,d |";french5tab
74;;253;Air L'immortelle:;;;Guitar/Mandora?;;3/4;"[,aa1] ',b ,d | [,d,e1] ,,c ,d | [ac,c3/2] a/ Vc d | '[c,,a1] ,d ,,,,d | \
V[d,,,c1] ,d3/4 a/4 Xb1 | [ab,,d1] a [,d,,c] |";french5tab
75;;254;Saraband;;;Guitar/Mandora?;;3/4;"[d,a1] ,a ',b | [,d,e3/4] ,f/4 ',d/ ,b [,aa1] | \
V[,b,,d3/4] ,d/4 a/ ,d ',b ,a | '[,,ca3/2] ,,a/ [,,aVf1] |";french5tab
76;;255;Passacaille;;;Guitar/Mandora?;;3/4;"[,da1] Vd3/4 d/4 'c/ a | [,d,e1] ,,c ,d | \
[a,,c3/4] c/4 d1 (c/ a) | '[c,,a3/2] a/ ,d1 | \
[,da1] Vd3/4 d/4 'c/ a |";french5tab
77;;257;Fantasia;;;Guitar/Mandora?;;C;"[,da,c1] ,,,,a ,,,,c ,,a | [ab,,d1] ,,,a V,,,c ,,,,d | \
[cd,a1] ,,,,d ,,,,c [d,,,d] | ,,,a3/4 d/4 'c1 [daa2] | \
[f,,e1] ,,,c ,,,a f |";french5tab
