Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
11;;9;Aria;;;Mandora;;3/4;"V[,,c,a1] a/ ,d ,b ,a | V[,,c,a1] ,,,c/ ,,,a ,,,,d ,,,,c | \
,,,,a1 b [a,,,d] | [,d,,c1] [,b,,a] [,a,,,a] | \
'[,b,,a1] (,a/ ,b) [,,c,a1] |";french5tab
12;;10;Quique;;;Mandora;Conc_4779;6/8;"V[,,c,a/] ,a ,b [,b,,,a] ,a ,,c | [aab,,a1] ,,,,,c/ ,,,,,e1 ,,,,,a/ | \
V[,,c,a/] ,a ,b [,b,,,a] ,a ,,c | '[,,b,,a/] ,,c ,a ,,,c1 a/ |";french5tab
13;;11;Finale;;;Mandora;;2/4;",,,,a/4 (f e c a ,d ,c ,a) | V[,,c,a/] ,,,,c ,,,,e [,ab,,a] | \
'[,c,,a/4] [ac] [ac] [ac] ,,,,c ,d ,,,,,a ,d |";french5tab
14;;12;Baisan;;;Mandora;;2/4;",,c/ | V[,d,a/] ,c/4 ,a ,,c/ ,,a | ,,,e/ ,,,c ,,,a ,,c | \
V[,dca/] (a/4 c) [ac,,a/] (c/ d) | \
'[c,,a/] (a/4 c) [,d,a/] (3a/4 c d) |";french5tab
15;;13;Capricio;;;Mandora;;2/4;"V[,d,,,f1] (c/4 a ,d ,c) | V[,d,a/] (,c/4 ,a) ,,c1 ,,,,,f | \
,,,,,d/ ,,,,,f/4 ,,,,,a ,,,,a/ [ac] | \
V[,d,a/] (,c/4 ,a) ,,c/ ,,,,,f |";french5tab
16;;14;Finale;;;Mandora;;C;",,,a/4 ,d ,,,,a ,d ,,,,,f ,d ,,,,a ,d ,,,a ,d ,,,,a ,d ,,,,,f ,d ,,,,a ,d | \
,,,a/4 ,d ,,,,a a ,,,a c ,,,c d";french5tab
17;;15;Menuet;;;Mandora;;3/4;",d/ ,,c ,,,,,f ,,c ,d1 | a/ ,c ,,,,a ,c a1 | ,,,a/ c d c a ,d | \
,,,,a/ ,c a ,c ,,,,a1 |";french5tab
18;;16;Menuet;;;Mandora;;3/4;",,,a1 [fh] [fh] | [fh1] l/ k l1 | ,,,,a/ ,c a f e f | \
'[c,,a1] a/ c ,d1 | c/ ,d ,d1 a |";french5tab
19;;17;Aria;;;Mandora;;3/4;",,,,a1 V[,d,a] [,d,a] | '[c,,a/] a ,d ,c V[,d,a1] | \
,,,,a/ ,c a ,c c ,d | d1 a/ ,c ,,,,a1 |";french5tab
20;;18;Menuet;;;Mandora;;3/4;"(3,,,a/4 f ,h) (3,,,a f ,h) (3,,,a f ,h) | \
,,,a1 l/ k l1 | (3d/4 ,f ,,,e) (3d ,f ,,,e) (3,,,a ,f d) |";french5tab
21;;18;Aria;;;Mandora;;3/4;"[ac,,a1] [ac,,a/] d 'c a | [,d,a1] [,c,,a] [,d,a] | \
[ac,,a1] [ac/] d 'c a | [,d,a3] :||: ,,,a1 [ac] [cd] | \
,,,,a1 [d,,c] [c,,a] |";french5tab
22;;19;Maria zue lieben Aria;;;Mandora;;3/4;",,,,a1 | V[,d,a1] V[,d,a] [ac,,a] | '[c,,a1] [c,,a] [d,,c] | \
,,,e/ f ,,,a c [ac,,a1] | V[,d,a2] :||: 'c/ d | \
,,,e/ f ,,,a f ,,,e f |";french5tab
23;;19;Boure;;;Mandora;;2/4;"l/4 k | Vl/ ,,,a ,,,a l/4 k | l/ ,,,a ,,,a [ac,,a] | \
'[c,,a/] [a,,,a/4] [c,,a] ,,,c d ,,,a c |";french5tab
24;;20;Menuet;;;Mandora;;3/4;",,,a1 l l | l/ k m k l1 | ,,,a1 ,d ,d | (,d/ ,c) a ,c [,d,a1] | \
,,,c/ d ,c d ,,,,a d |";french5tab
25;;21;Finale;;;Mandora;;2/4;",,c/4 ,a | V[,d,a/] ,,c [ac,,a] ,,c | '[c,,a/] d/4 c [ac,,a/] ,,c | \
'[c,,a/] a/4 c ,,,c d ,,,a c | [ac,,a/] ,,,,c ,,,,e ,,,,a |";french5tab
26;;22;Aria;;;Mandora;Conc_4679;C;"[f,,,a1] | V[,d,a1] ,d V[,d,a] [ac,,a] | \
'[c,,a1] ([c,,a/] a) ,d1 [ac,,a] | \
,,,a/ c ,,,,a a ,,,a c [d,,c1] |";french5tab
27;;23;Menueto;;;Mandora;;3/4;"([f,,,a/] a) ,c1 ,,c | [,,b,a/] ,,c [,ac,,a2] | \
([h,,,,a/] a) [,d,,c1] '[,a,,,a] | [,c,,a/] ,d [ac,,a2] | \
[c,,a/] ,d ,,c ,d c ,d |";french5tab
28;;24;Menuetto;;;Mandora;;3/4;"V[,,c,a1] ,c [,d,a] | [ac,,a2] ,d/ ,c | [,d,a/] a [c,,a1] e | \
V[f,,,,a1] ,,c ,,,a | (f/ e) c1 [a,,,,a] |";french5tab
29;;24;Ballo;;;Mandora;;3/4;",,,,a1 [ac] [ac] | ,,,a1 [cd] [cd] | [ac,,a1] (,d/ ,c ,a1) | \
'[,,b,,a1] ,,c/ ,a ,,,c1 | ,,,,a1 [ac] [ac] | ,,,a1 [cd] [cd] |";french5tab
30;;25;Sicilana;;;Mandora;;6/8;",,c/ | [,d,a3/2] b/ a3/4 b/4 ,d/ | \
[,c,,a3/4] d/4 ,,b/ [,,c,a1] f/ | \
[g,,f1] f/ ,,f1 'i/ | 'f1 Vi/ ,g1 ,b/ |";french5tab
31;;26;Capricio;;;Mandora;Conc_5079;2/4;",,,,a/ (f/4 e) f/ a | '[,c,,a/] ,d/4 a ,,c1 | \
V[c,,a/] (c/4 a) (,d ,c) ,a/ | '[,,b,,a/] ,,c/4 ,a ,,,c1 |";french5tab
32;;27;Courante;;;Mandora;;3/4;"([,,c,a/] ,,b) ,,c ,a ,b ,d | ,,,,a/ a ,b ,,c ,,,a b | \
,,,,d/ a ,,,,c ,d ,,,,,a ,a | '[,b,,a1] (,b/ ,a) ,,c1 |";french5tab
33;;28;Aria;;;Mandora;Conc_1728;3/4;"[,c,,a/] ,d a1 [c,,a] | [ac,,a1] f '[e,,,,a] | \
(f/ a c a) [,d,,a1] | '[,a,,,a1] ,,,,,c ,,,,,e | \
[,c,,a/] a [,a,,,d] a [,,c,,c] a |";french5tab
34;;29;Trio;;;Mandora;Conc_1729;3/4;",,,,a/ ,,c ,b ,,c a ,,c | V[b,,a1] [a,,,d] [,d,,c] | \
V[,b,,a1] (,d/ ,b) ',a1 | '[,,b,,a1] ,,c/ ,a ,,,c1 |";french5tab
35;;29;Aria;;;Mandora;;3/4;",,c/ ,a | V[,d,a1] ,d [ac,,a] | V[c,,a1] c [,,c,,c] | \
[,a,,,d1] a '[,c,,a] | V[,d,a1] ,,,,,c ,,,,a | \
V[,d,a1] ,d [ac,,a] | V[c,,a1] c [,,c,,c] |";french5tab
36;;30;Capricio;;;Mandora;;2/4;"V[,,c,a/] a ,,,,e a | V[,d,,c1] '[,c,,a] | \
V[c,,a/] (c/4 a) (,d ,c) ,a/ | [,,b,,a/] (3,,b/4 ,,c ,a) ,,,c1 | \
[f,,,e1] ([c,,a/] a) |";french5tab
37;;31;Menueto;;;Mandora;Conc_5236;3/4;",,c/ ,a | V[,d,a1] ,,c V[c,,a] | '[a,,,a1] ,d V[,d,a] | \
,,,,a/ a ,,,c d ,,,a c | '[a,,,a1] (,c/ ,a) ,,c1 |";french5tab
38;;32;Trio;;;Mandora;;3/4;",,,a/ f ,g f ,,,a f | ,,,f/ g ,f g ,,,f g | \
,,,c/ d ,c d ,,,,a d |V[b,,a1] (3d/ b a) [,d,a1] |";french5tab
39;;33;Menueto;;;Mandora;Conc_4852;3/4;",,,,a/ ,b a1 f | '[e,,,,a1] (3e/ f h) a1 | \
,,,,c/ ,d ,,b ,d ,,,,,a1 | V[,b,,a1] (3,d/ ,b ,a) V[,,c,a1] |";french5tab
40;;34;Marche;;;Mandora;;C;",,c/4 ,a | V[,d,a/] ,d V[,d,a] [ac,,a] '[c,,a] ([a,,,a/4] c) [,d,a/] [ac,,a] | \
,,,a/4 c ,,,,a a ,,,a c [d,,c/] '[a,,,a]";french5tab
41;;35;Pastorello;;;Mandora;;3/4;"V[,d,a1] [fh/] ,,,a ,,,,a1 | V[,d,a2] [ac,,a1] | \
V[c,,a1] 'c/ ,d [ac,,a1] | V[,d,a2] [ac,,a1] | \
,,,a1 [cd/] ,,,a ,,,,a [df] |";french5tab
42;;36;Quique;;;Mandora;Conc_4783;6/8;",,c/ | V[,d,a/] ,,c ,d [,d,a] ,,c ,d | \
[,d,a/] (c/4 a ,d ,c) [,d,a1] [,,c,,c/] | \
[,a,,,d/] ,,a ,a [,,a,,a] (d/4 c a ,d) |";french5tab
43;;37;Menuet;;;Mandora;;3/4;"[,,c,a1] V[,d,a] [a,,,,d] | '[,c,,a1] [,d,a] z | \
,,,,a/ ,c a1 [d,,c] | '[c,,a1] [a,,,a] z | [d,,c1] [c,,a] [a,,,a] | \
([c,,a/] a) (,d ,c) [,d,a1] |";french5tab
44;;37;Aria;;;Mandora;;C;"a/4 ,c | [,,c,a/] ,,c [,,c,a] ,,c [,ab,,a/4] (,c ,a/) [,,c,a] [,ac,,a] | \
[,c,,a/4] ,,c f a ,,,,e a [,d,,c] [,c,,a] \
'[,a,,,a/] ,,,,,c [a,,,,e/4] ,c |";french5tab
45;;38;Arioso;;;Mandora;;C;",,c1 | V[,,c,a1] [,a,,,a] [,c,,a] [,d,,c] | \
[a,,,e1] f f ,,,a/ c | ,,,,e/ a ,,,,c ,d ,,,,a ,c ,,,,,a ,a | \
'[,c,,a1] (,c/ ,a) [,,ca1] [,a,,,a] |";french5tab
46;;39;Menuet;;;Mandora;;3/4;"V[f,,,a1] a ',c | V[,,c,a1] ,,c V[,,c,a] | '[,a,,,a1] ,,,c 'a | \
'[,c,,a1] (,c/ ,a) [,,c,a1] | ,,,,a/ ,c a ,c ,,,,a a |";french5tab
47;;40;Baisane;;;Mandora;;2/4;"V[,,c,a1] f | '[e,,,,a2] | '[c,,a1] (a/ ,d) | [a,,,e2] | \
V[,d,,c1] (,c/ ,a) | [,c,,a1] [,,c,e] | [,a,a1] (,,c/ ,,b) | \
[,,c,a2] | (,c/ ,d) a ,c |";french5tab
48;;40;Menuet;;;Mandora;;3/4;",,,,a/ ,c ,,,,c ,d ,,,,e a | [,d,,c1] (3,a/ ,c ,d) [,c,,a1] | \
,,,,,a1 ,,,,c/ ,d ,,,,a ,c | '[,a,,,a1] ,,c/ ,,b V[,,c,a1] |";french5tab
49;;41;Aria;;;Mandora;;C;"[a,,,,a/] | '[,c,,a1] [,d,,c] [a,,,e] '[c,,a] | \
'[,,b,,a1] ,,,,c/ ,,c ,,,,,e ,a a ,,,,,e | \
,,,,a/ ,c ,,,,c ,d ,,,,e a [c,,a1] |";french5tab
50;;42;Aria allegro;;;Mandora;;C;"[f,,a2] [a,b3/2] ,d/ | [,c,,a3/2] ,a/ ,,c1 [,ab,,a] | \
[,c,,a1] [,d,,c] [a,,,e] [c,,a] | [,,bc1] [,,ce] [,ab] [,cc] | \
[,d,,c3/2] ,c/ ,d1 [,a,,,e] |";french5tab
51;;42;Trio;;;Mandora;;3/4;",,,,a/ ,b ,,,,,a ,a ,,,,d a | ,,,a/ b ,,,,d a ,,,,c ,d | \
[,b,,a1] [,a,,,d] [,,c,,b] | '[,,b,,a1] ,,c/ ,a ,,,c1 |";french5tab
52;;43;Baisane;;;Mandora;Conc_4731;C;"(f/ e) | V[f,,,a1] a/ (,d ,c ,a) (,,c ,,b) | \
V[,,c,a1] ,,,,c ,,,,e ,,,,,a/ ,a | \
,,,,a/ ,c ,,,,c ,d ,,,,e a [,d,,c] [,c,,a] |";french5tab
53;;44;Menueto;;;Mandora;;3/4;",,,,e1 a ,,,,c/ ,d | ,,,,a/ ,c (c a) (,d ,c) | \
,,,,c1 ,d ,,,,a/ ,c | ,,,,,e/ ,a a ,d (,c ,a) |";french5tab
54;;Add1;sans titre;;;Mandora;;C;"(3,a/4 ,b ,d) | [,aa{,a}] [,bc,a] [,aa{,a}] [,,ca] | \
[,aa,,a3] (3,a/4 ,b ,d) | [,aa{,a}1] [,ba,,a] [,aa{,a}] [,,ca] | \
[,aa,,a4] :||:";french5tab
55;;Add2;sans titre;;;Mandora;;3/4;"[,,c,a1] ',,a ,,,e [,,da] | [ac,,a1] (,d/ ,c) [,d,,a1] a/ [,d,a] | \
[,,c,a1] ',,a ,,,e [,d,a] | [ac,,a1] (,d/ ,c) [,d,a2] :||:";french5tab
