Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
53;;28v;Gavotte;;;Mandora;;2/4;",,,,a/ ,a ,,,,a ,b | ,,,,c/ ,d ,,,,,a d | ,,,,d/ a ,,,,a c | \
[da,,,a/] ,,,,a ,,,,c ,,,,a | ,,,,c/ d ,,,,a ,b |";french5tab
54;;30r;Aria;;;Mandora;;2/4;",,,,c/ ,d ,,,,a ,b | ,,,,,a/ ,a ,,,,a ,b | ,,,,c/ ,d ,,,,d ,a | \
[,,ca/] ,,,c ,,,e ,,,a | ,,,,c/ ,d ,,,,a ,b |";french5tab
55;;30v;Menuet;;;Mandora;Conc_4916;3/4;",,,,,a/ ,,a ,a ,,a [,,ca1] | '[,a,,,a1] (,,a/ ,,c) ,a1 | \
V[,d,,a1] d [c,,a] | V[d,,,a3/2] ,d/ ,,,,c ,d | \
,,,,d/ ,b a ,b ,,,,d a |";french5tab
56;;31v;Trio;;;Mandora;;3/4;"[,,a,,a1] ,d/ ,b ,a1 | '[,,a,,a1] [d,,c] [c,,a] | \
,,,,d/ a ,,,,c ,d ,,,,a ,b | '[,a,,,a1] [,,ca/] ,a ,,a1 | \
'[,c,,a1] a/ ,c V[,d,a1] |";french5tab
57;;31v;Cappricio;;;Mandora;;C;",d/ a | V[d,,,,a/] ('[c,,a/4] a) (,d ,b ,a/) '[,,a,,a] ,,,,a ,,,,c ,d/4 a | \
V[d,,,,a/] ('[c,,a/4] a) (,d ,b ,a/)";french5tab
;;;Parthia 1ma: 2di toni Ex f;;;;;;;
58;;33v;Intrata - Adagio:;;;Mandora;;C;",,,,,a/4 ,,a ,a ,,a ,,,,a ,,c ,b ,,c ,,,,,a ,,a ,a ,,a ,,,,a ,c a ,c | \
,,,,a/4 ,d c ,d ,,,,a ,c d ,c";french5tab
59;;33v;Gavotte 2 - allegro:;;;Mandora;;2/4;"(3a/ c d) | ,,,,c/ ,d ,,,,d a | ,,,,c/ ,d ,,,,a ,b | \
'[,a,,,a1] [,,ca] | ,,,,,a/ ,a ,,,,a ,b | ,,,,c/ ,d ,,,,d a |";french5tab
60;;34r;Aria - adagio;;;Mandora;;C;"[,,a,,a1] [,da,c/] [,bc,a] '[,a'a,a1] ,,,,d/ a | \
,,,,c/ ,d ,,,,a ,b '[,a,,,a1] [,,ca] | \
,,,,,a/ ,a ,,,,a ,b '[,a,,,a1] [,,ca] |";french5tab
61;;34v;[sans titre];;ff. 35v-38r empty;Mandora;;3/4;"[,d,,,a1] [a,,,a] [d,,,,a] | [,da,c1] [,bc,a] [,aa,,a] | \
[,bc,a1] [,d,,,a/] a ,d1 | '[,a'a,,a2] [,,ca1] | \
,,,,,a/ ,a ,,,a ,,c ,,,,,a ,a |";french5tab
;;;Ex b;;;;;;;
62;;38v;[sans titre];;;Mandora;Conc_4724;C;"[df,,d2] [df,,d] | [dd,,e4] | [bd,,c4] | [ab,,d4] | [ff,,d4] | \
[cd,,d4] | [dd,,c4] | [db,,a4] | [cb,a4] |";french5tab
63;;38v;Marche;;;Mandora;Conc_4725;C;",b1 | V[,b,,d1] ,,a ,,a a | [ab,,d1] ,b ,b d | \
[d,,c2] [f,,d1] '[b,,a/] a | [,d,,,a/] ,b ,a ,,c ,,a1 ,b |";french5tab
64;;39r;[sans titre];;;Mandora;Conc_4726;3/4;"V[,b,,d1] | V[,d,,,a1] ,d/ ,,a a1 | V[,b,,d1] ,b/ ,a ,b1 | \
V[,d,,,a1] ,d/ ,,a a1 | V[,b,,d2] :||: V[,b,,d1] | \
V[,d,,,a1] ,d/ ,,a [ab,,d1] |";french5tab
65;;39v;guete[n] morge[n];;;Mandora;Conc_4727;C;"[,b,,d1] [,a,a] [,b,c] [,,a,,a] | [,b,,d1] [,a,a] [,b,c] [,,a,,a] | \
[,b,,d2] [,d,,,a] | [ab,,d1] ,d/ a Vb1 [ab,,d] | \
[,d,,,a1] ,,,,a ,,,,c ,,,,,a |";french5tab
66;;39v;Gavotte;;;Mandora;Conc_4728;C;"i/ 'h | Vi1 d/ b [ab,,d1] ,,,,,a/ ,d | [ab,,d1] ',b V[b,,,a] '[,,,,a] | \
,,,d/ f ,,,c d ,,,c d '[b,,a] a |";french5tab
67;;40v;Leopold;;;Mandora;Conc_4729;C;",b/ | ,,,,d/ ,b ,,,,d ,,,,c ,,,,a ,b ,,,,,a ,,,d | \
,,,c/ ,b ,,,a ,d [ab,,d1] ',b | \
,,,,c/ ,d d b ,,,,d a ,,,,c ,d |";french5tab
68;;41r;Tänze Schönste sag ist dein rechter will s. ia.;;;Mandora;Conc_4730;3/4;",,a1 ,b [,d,,,a] | [a,,,d/] ,b ,d ,a ,b1 | \
V[,b,,d1] a [b,,a] | [d,,c/] a [b,,a] ,d [ab,,d1] | \
[,,ac1] [,,cd] [,,ac] |";french5tab
69;;41v;Meister ham[m]erle;;;Mandora;Conc_1378;3/4;",,a1 | [,b,,d2] ,,a1 | [,b,,d2] [,d,,c1] | [a,,,d3/2] b/ d1 | \
'[a,,,d3/2] b/ [d,,c1] | '[b,,a2] [a,,,d1] | \
[,d,,c1] a [,b,,a] | '[,a,,,a1] ,,a [,b,c] |";french5tab
70;;42v;Bahbiet;;;Mandora;Conc_4732;3/4;"V[,b,,d1] d '[,a,,,a] | V[,b,,d2] [,b,,d1] | [f,,d1] [d,,c] [f,,d] | \
'[b,,a2] '[a,,,d1] | [,d,,,a1] V[b,,a/] a ,d1 | \
'[,a,,,a1] ,,c/ ,a ,,a1 |";french5tab
71;;43v;Bayerische[s] stuckh;;;Mandora;Conc_4733;6/8;"[,b,,d1] [,d,,,a/] [ab,,d] a/4 b d/ | [,b,,d/] ',a ,b [,d,,,a] ,d/4 a b/ | \
[ab,,d/] V[b,,a] [d,,c] [d,,c] b/4 a ,d ,b |";french5tab
72;;44r;Menaleas;;;Mandora;Conc_4734;C;"[ab,,d/] a ,b a V[,d,,,a] ,d ,,a ,,,d | ,,,c/ ,b ,,,a ,d [ab,,d] a [,d,,,a1] | \
[ab,,d/] a ,b a V[,d,,,a] ,d ,,a ,,,d |";french5tab
73;;44v;Quique;;;Mandora;Conc_4735;6/8;"(3,,a/ ,,c ,a | V[,b,,d/] ,b/4 ,a ,b/ [,d,,c] ,d/4 ,b ,d/ | \
[ab,,d/] b/4 a ,d ,b '[,a,,,a/] ,,c/4 ,,a ,,,c d |";french5tab
74;;45r;Menuet;;;Mandora;Conc_4736;3/4;"[,ba,d1] ,,a [,ba,d] | ,,,,c/ ,,a ,d ,,a ,,,,,a1 | \
[ab,,d1] [b,,a/] a ,d1 | '[,a,,,a1] ,,c/ ,a ,,a ,,,d | \
,,,c/ ,,a ,b ,,a ,,,c ,b |";french5tab
75;;45v;Gavotte;;;Mandora;Conc_4737;2/4;",,a/ | [,b,,d/] ,,a [,d,,,a] ,,a | [ab,,d1] '[b,,a] | \
,,,c/ d [b,,a] a | [,d,,,a/4] ,b ,a ,,c ,,a/ ,,a | \
[,b,,d/] ,,a [,d,,,a] ,,a |";french5tab
76;;46r;Cupido du bunckheter. Bursch;;;Mandora;Conc_4738;6/8;",,a/ | [,b,,d/] a ,,a [,b,,d] a ,,a | V[,b,,d3/2] [dd,,c] | \
[ab,,d1] 'a/ [,d,d] a ',b | '[,a,,,a/] ,a V,d ',,a1 ,d |";french5tab
77;;46v;Bourré;;;Mandora;Conc_4739;C;"[d,a/] | V[,b,,d1] (,b/ ,a) (,a ,b) [,d,,,a1] | \
[ab,,d1] a/ ,d a1 V[b,,a] | V[d,,c1] b/ a [,d,a1] a |";french5tab
78;;47r;Marche;;;Mandora;Conc_4740;C;",,a/ | ,,,,d/ ,b ,,,a ,b ,,,c ,b ,,,,d ,b | \
,,,,,a/ ,d ,,,,a ,d ,,,,c ,d ,,,,,a ,d | ,,,,d/ a ,,,,c ,d";french5tab
79;;47v;Englischer Tanz;;;Mandora;Conc_4741;6/8;",b/ | [,b,,d3/4] ,,a/4 ,b/ [,b,,d3/4] ,,a/4 ,b/ | \
[,ba,d3/4] ,,a/4 ,b/ [,b,,d1] a/ | \
[ab,,d3/4] ,b/4 a/ [ab,,d3/4] ,b/4 a/ |";french5tab
80;;48r;Trio;;;Mandora;Conc_4742;3/4;",,,,d/ ,b ,,,c ,b ,,,,,a ,a | [ab,,d3] | ,,,a/ b ,,,a b ,,,,d a | \
[dd,,c3] | ,,,c/ d ,,,c d ,,,a b |";french5tab
81;;48v;Quique;;;Mandora;Conc_4743;6/8;",,a/ | [,b,,d/] ,,a ,b [,b,,d] ,,a ,b | [,d,,c/] ,,a ,d [,d,,c] ,,a ,d | \
[ab,,d/] b a [,d,,,a] a ,b |";french5tab
82;;49r;[Quique];;ff. 49v-50v empty;Mandora;Conc_4744;6/8;",,a/ | [,ba,d/] ,d a [,da,c1] ,,a/ | ,d/ a b [ab,,d1] ,,a/ | \
,d/ a b [ab,,d1] ,,a/ | [,,cd/] ,a ,b [,aa,,a] ,b ,d |";french5tab
;;;Ex C;;;;;;;
83;;51r;[sans titre];;;Mandora;Conc_4745;C;",,c/ ,a | V[,d,a1] ,d V,d 'c | '[a,,,a/] ,d ,c ,a ,,c ,a ,c ,d | \
[ac,,a1] [ac,,a] '[a,,,a] f |";french5tab
84;;51v;[sans titre];;;Mandora;Conc_4746;6/8;"[,,c,,c1] [c,,,a/] '[a,,,,d/] ,d/4 ,c [,d,,,c/] | \
[,,c,,c1] [c,,,a/] '[a,,,,d/] ,d/4 ,c [,d,,,c/] | \
[f,,a1] [h,a/] '[,c,,a/4] ,a ,,c/ [,d,a] |";french5tab
85;;52r;[sans titre];;;Mandora;Conc_4747;3/4;",,,a/ ,d ,,c ,d ,,,a ,d | ,,,,a/ a ,c a ,,,,a a | \
[cd,a1] [d,,,,a/] c a ,d | [,c,,a1] ,d/ a [,,c,a1] |";french5tab
86;;52v;[sans titre];;;Mandora;Conc_4748;3/4;"c/ d | [c,,a/4] d f/ (3,a ,c ,d) (3'[,c,,a] ,a ,c | \
V[,d,a2] '[a,,,a1] | '[c,,a1] 'a '[,c,,a/] ,a/4 ,c | \
[,d,a2] [ac,,a1] |";french5tab
87;;53v;Quique;;;Mandora;Conc_4749;6/8;"[,,c,a/] | V[,d,a/] ,,c ,d [,d,a] ,,c ,d | \
'[,c,,a1] a/ ,,c ,c ,d | [ac,,a/] [cd] d 'd c a |";french5tab
88;;54r;Menuet;;;Mandora;Conc_4750;3/4;"[fd,e1] f/ d f1 | [h,a1] h/ f h1 | ,,,,a1 a/ c d1 | \
'[c,,a1] c/ a ,d1 | [fd,e1] f/ d f1 |";french5tab
89;;54v;[sans titre];;;Mandora;Conc_4751;6/8;"[,,c,a/] | V[,d,a1] '[a,,,a/] V[,d,a1] [ac,,a/] | \
V[,d,a1] '[a,,,a/] V[,d,a1] [ac,,a/] | \
[cd,a/] [f,,e] [d,,c] '[c,,a] a ,d |";french5tab
90;;55r;bayrische[s] Capriol;;;Mandora;Conc_4752;2/4;",,c/ | [,d,a/] ,,c '[a,,,a] ,,c | ,,,a/ d/4 c '[a,,,a/] ,,c | \
'[c,,a/] a/4 c [d,,c/] [c,,a] | '[a,,,a/] ,,,,c ,,,,e ,,,,a |";french5tab
91;;55v;Aria;;ff. 56r empty;Mandora;Conc_4753;6/8;",,c/ | [,dca/] ,,c ,d [,dca] ,,c ,d | \
[ac,,a/] ,a/4 ,c (3,d ,c ,a) ,,c1 ,,c/ | \
[ac,,a/] ,,c [ac,,a] [ac,,a] ,,c [ac,,a] |";french5tab
92;;56v;Praeludiu Ex g#;;;Mandora;Conc_4754;C;",,,,a/4 ,c a ,c ,,,,a ,c a ,c ,,,,a ,c a ,c ,,,,a ,c a ,c | \
,,,,a/4 ,d c ,d ,,,,a ,d c ,d";french5tab
;;;Ex G;;;;;;;
93;;57r;[sans titre];;;Mandora;Conc_4755;2/4;"V[,,c,a/] a ,,,e a | [,d,,c/] ,,,,,a [,c,,a1] | \
V[c,,a/] (c/4 a) ,d/ (,c/4 ,a) | '[,,b,,a/] ,,c/4 ,a ,,,c1 |";french5tab
