Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab;TabNotation
;;;;;pp. 1r-17r staff;;;;;
1;;17r;Minuet;;" 17v-27v staff; 28r-57r vacant";Mandora;;3;"d2 ,b1 | ,a2 ,b1 | ,d3/2 a/ b1 | a2 ,,a1 | d2 ,b1 | ,a2 ,b1 | \
,d3/2 a/ b1 | [a,,,d3] :||:";italian5tab
2;;57v;[sans titre;;"p.58v staff; pp.59r-66v staff";Mandora;;C;"[abacd2] [dd,,c] | [bd,,c2] ,,c/4 ,a ,b ,d a b d3/4 b/4 a/ | \
[abacd2] [dd,,c] | [dd,,b2] [db,,a] | [cb,,a2] [daa] | \
[ab,c2] [ab,d] |";italian5tab
